,Unnamed: 0,Year,Month,Day,UTC Hour,PM2.5,PM10_mask,Retrospective,datetime,WindDir,Wind Speed(km/h),lat_x,long_x,Temp(C),lat_y,long_y
33,33,2016,3,4,18,28.1,1.0,0,2016-03-05 01:00:00,110,13,13.754000000000001,100.5014,26.9,13.754,100.5014
34,34,2016,3,4,19,33.3,1.0,0,2016-03-05 02:00:00,110,13,13.754000000000001,100.5014,26.9,13.754000000000001,100.5014
35,35,2016,3,4,20,33.3,1.0,0,2016-03-05 03:00:00,110,13,13.754000000000001,100.5014,26.9,13.754000000000001,100.5014
36,36,2016,3,4,21,33.3,1.0,0,2016-03-05 04:00:00,130,10,13.754000000000001,100.5014,26.3,13.754,100.5014
37,37,2016,3,4,22,33.3,1.0,0,2016-03-05 05:00:00,130,10,13.754000000000001,100.5014,26.3,13.754000000000001,100.5014
38,38,2016,3,4,23,33.3,1.0,0,2016-03-05 06:00:00,130,10,13.754000000000001,100.5014,26.3,13.754000000000001,100.5014
39,39,2016,3,5,0,33.3,1.0,0,2016-03-05 07:00:00,145,17,13.754000000000001,100.5014,26.6,13.754,100.5014
40,40,2016,3,5,1,33.3,1.0,0,2016-03-05 08:00:00,145,17,13.754000000000001,100.5014,26.6,13.754000000000001,100.5014
41,41,2016,3,5,2,33.3,1.0,0,2016-03-05 09:00:00,145,17,13.754000000000001,100.5014,26.6,13.754000000000001,100.5014
42,42,2016,3,5,3,33.3,1.0,0,2016-03-05 10:00:00,140,16,13.754000000000001,100.5014,31.4,13.754,100.5014
43,43,2016,3,5,4,33.3,1.0,0,2016-03-05 11:00:00,140,16,13.754000000000001,100.5014,31.4,13.754000000000001,100.5014
44,44,2016,3,5,5,33.3,1.0,0,2016-03-05 12:00:00,140,16,13.754000000000001,100.5014,31.4,13.754000000000001,100.5014
45,45,2016,3,5,6,33.3,1.0,0,2016-03-05 13:00:00,130,16,13.754,100.5014,32.7,13.754,100.5014
46,46,2016,3,5,7,33.3,1.0,0,2016-03-05 14:00:00,130,16,13.754000000000001,100.5014,32.7,13.754000000000001,100.5014
47,47,2016,3,5,8,33.3,1.0,0,2016-03-05 15:00:00,130,16,13.754000000000001,100.5014,32.7,13.754000000000001,100.5014
48,48,2016,3,5,9,33.3,1.0,0,2016-03-05 16:00:00,125,13,13.754000000000001,100.5014,32.7,13.754,100.5014
49,49,2016,3,5,10,33.3,1.0,0,2016-03-05 17:00:00,125,13,13.754000000000001,100.5014,32.7,13.754000000000001,100.5014
50,50,2016,3,5,11,33.3,1.0,0,2016-03-05 18:00:00,125,13,13.754000000000001,100.5014,32.7,13.754000000000001,100.5014
51,51,2016,3,5,12,33.3,1.0,0,2016-03-05 19:00:00,120,16,13.754000000000001,100.5014,28.5,13.754,100.5014
52,52,2016,3,5,13,33.3,1.0,0,2016-03-05 20:00:00,120,16,13.754000000000001,100.5014,28.5,13.754000000000001,100.5014
53,53,2016,3,5,14,33.3,1.0,0,2016-03-05 21:00:00,120,16,13.754000000000001,100.5014,28.5,13.754000000000001,100.5014
54,54,2016,3,5,15,33.3,1.0,0,2016-03-05 22:00:00,130,14,13.754000000000001,100.5014,27.9,13.754,100.5014
55,55,2016,3,5,16,33.3,1.0,0,2016-03-05 23:00:00,130,14,13.754000000000001,100.5014,27.9,13.754000000000001,100.5014
56,56,2016,3,5,17,33.8,1.0,0,2016-03-06 00:00:00,130,14,13.754000000000001,100.5014,27.9,13.754000000000001,100.5014
57,57,2016,3,5,18,20.0,1.0,0,2016-03-06 01:00:00,110,7,13.754000000000001,100.5014,27.2,13.754,100.5014
58,58,2016,3,5,19,24.3,1.0,0,2016-03-06 02:00:00,110,7,13.754000000000001,100.5014,27.2,13.754000000000001,100.5014
59,59,2016,3,5,20,26.3,1.0,0,2016-03-06 03:00:00,110,7,13.754000000000001,100.5014,27.2,13.754000000000001,100.5014
60,60,2016,3,5,21,25.9,1.0,0,2016-03-06 04:00:00,110,7,13.754000000000001,100.5014,26.6,13.754,100.5014
61,61,2016,3,5,22,25.5,1.0,0,2016-03-06 05:00:00,110,7,13.754000000000001,100.5014,26.6,13.754000000000001,100.5014
62,62,2016,3,5,23,28.9,1.0,0,2016-03-06 06:00:00,110,7,13.754000000000001,100.5014,26.6,13.754000000000001,100.5014
63,63,2016,3,6,0,24.0,1.0,0,2016-03-06 07:00:00,125,10,13.754000000000001,100.5014,26.9,13.754,100.5014
64,64,2016,3,6,1,24.1,1.0,0,2016-03-06 08:00:00,125,10,13.754000000000001,100.5014,26.9,13.754000000000001,100.5014
65,65,2016,3,6,2,25.2,1.0,0,2016-03-06 09:00:00,125,10,13.754000000000001,100.5014,26.9,13.754000000000001,100.5014
66,66,2016,3,6,3,23.8,1.0,0,2016-03-06 10:00:00,120,11,13.754000000000001,100.5014,31.7,13.754,100.5014
67,67,2016,3,6,4,27.1,1.0,0,2016-03-06 11:00:00,120,11,13.754000000000001,100.5014,31.7,13.754000000000001,100.5014
68,68,2016,3,6,5,41.9,1.0,0,2016-03-06 12:00:00,120,11,13.754000000000001,100.5014,31.7,13.754000000000001,100.5014
69,69,2016,3,6,6,41.0,1.0,0,2016-03-06 13:00:00,130,16,13.754000000000001,100.5014,33.3,13.754,100.5014
70,70,2016,3,6,7,39.5,1.0,0,2016-03-06 14:00:00,130,16,13.754000000000001,100.5014,33.3,13.754000000000001,100.5014
71,71,2016,3,6,8,35.3,1.0,0,2016-03-06 15:00:00,130,16,13.754000000000001,100.5014,33.3,13.754000000000001,100.5014
72,72,2016,3,6,9,34.1,1.0,0,2016-03-06 16:00:00,140,12,13.754000000000001,100.5014,33.1,13.754,100.5014
73,73,2016,3,6,10,30.9,1.0,0,2016-03-06 17:00:00,140,12,13.754000000000001,100.5014,33.1,13.754000000000001,100.5014
74,74,2016,3,6,11,27.6,1.0,0,2016-03-06 18:00:00,140,12,13.754000000000001,100.5014,33.1,13.754000000000001,100.5014
75,75,2016,3,6,12,26.7,1.0,0,2016-03-06 19:00:00,155,16,13.754000000000001,100.5014,29.2,13.754,100.5014
76,76,2016,3,6,13,28.2,1.0,0,2016-03-06 20:00:00,155,16,13.754000000000001,100.5014,29.2,13.754000000000001,100.5014
77,77,2016,3,6,14,27.0,1.0,0,2016-03-06 21:00:00,155,16,13.754000000000001,100.5014,29.2,13.754000000000001,100.5014
78,78,2016,3,6,15,27.5,1.0,0,2016-03-06 22:00:00,155,13,13.754000000000001,100.5014,28.2,13.754,100.5014
79,79,2016,3,6,16,27.2,1.0,0,2016-03-06 23:00:00,155,13,13.754000000000001,100.5014,28.2,13.754000000000001,100.5014
80,80,2016,3,6,17,26.8,1.0,0,2016-03-07 00:00:00,155,13,13.754000000000001,100.5014,28.2,13.754000000000001,100.5014
81,81,2016,3,6,18,30.1,1.0,0,2016-03-07 01:00:00,170,12,13.754000000000001,100.5014,27.4,13.754,100.5014
82,82,2016,3,6,19,28.3,1.0,0,2016-03-07 02:00:00,170,12,13.754000000000001,100.5014,27.4,13.754000000000001,100.5014
83,83,2016,3,6,20,26.0,1.0,0,2016-03-07 03:00:00,170,12,13.754000000000001,100.5014,27.4,13.754000000000001,100.5014
84,84,2016,3,6,21,32.4,1.0,0,2016-03-07 04:00:00,175,13,13.754000000000001,100.5014,26.8,13.754,100.5014
85,85,2016,3,6,22,32.8,1.0,0,2016-03-07 05:00:00,175,13,13.754000000000001,100.5014,26.8,13.754000000000001,100.5014
86,86,2016,3,6,23,24.8,1.0,0,2016-03-07 06:00:00,175,13,13.754000000000001,100.5014,26.8,13.754000000000001,100.5014
87,87,2016,3,7,0,31.3,1.0,0,2016-03-07 07:00:00,190,15,13.754000000000001,100.5014,27.2,13.754,100.5014
88,88,2016,3,7,1,30.0,1.0,0,2016-03-07 08:00:00,190,15,13.754000000000001,100.5014,27.2,13.754000000000001,100.5014
89,89,2016,3,7,2,26.8,1.0,0,2016-03-07 09:00:00,190,15,13.754000000000001,100.5014,27.2,13.754000000000001,100.5014
90,90,2016,3,7,3,24.9,1.0,0,2016-03-07 10:00:00,180,13,13.754000000000001,100.5014,32.0,13.754,100.5014
91,91,2016,3,7,4,32.5,1.0,0,2016-03-07 11:00:00,180,13,13.754000000000001,100.5014,32.0,13.754000000000001,100.5014
92,92,2016,3,7,5,34.4,1.0,0,2016-03-07 12:00:00,180,13,13.754000000000001,100.5014,32.0,13.754000000000001,100.5014
93,93,2016,3,7,6,37.3,1.0,0,2016-03-07 13:00:00,175,9,13.754000000000001,100.5014,33.9,13.754,100.5014
94,94,2016,3,7,7,36.5,1.0,0,2016-03-07 14:00:00,175,9,13.754000000000001,100.5014,33.9,13.754000000000001,100.5014
95,95,2016,3,7,8,36.8,1.0,0,2016-03-07 15:00:00,175,9,13.754000000000001,100.5014,33.9,13.754000000000001,100.5014
96,96,2016,3,7,9,30.9,1.0,0,2016-03-07 16:00:00,185,8,13.754000000000001,100.5014,33.9,13.754,100.5014
97,97,2016,3,7,10,29.0,1.0,0,2016-03-07 17:00:00,185,8,13.754000000000001,100.5014,33.9,13.754000000000001,100.5014
98,98,2016,3,7,11,28.6,1.0,0,2016-03-07 18:00:00,185,8,13.754000000000001,100.5014,33.9,13.754000000000001,100.5014
99,99,2016,3,7,12,27.6,1.0,0,2016-03-07 19:00:00,205,6,13.754000000000001,100.5014,28.7,13.754,100.5014
100,100,2016,3,7,13,26.0,1.0,0,2016-03-07 20:00:00,205,6,13.754000000000001,100.5014,28.7,13.754000000000001,100.5014
101,101,2016,3,7,14,26.2,1.0,0,2016-03-07 21:00:00,205,6,13.754000000000001,100.5014,28.7,13.754000000000001,100.5014
102,102,2016,3,7,15,25.5,1.0,0,2016-03-07 22:00:00,225,6,13.754000000000001,100.5014,28.0,13.754,100.5014
103,103,2016,3,7,16,26.1,1.0,0,2016-03-07 23:00:00,225,6,13.754000000000001,100.5014,28.0,13.754000000000001,100.5014
104,104,2016,3,7,17,26.2,1.0,0,2016-03-08 00:00:00,225,6,13.754000000000001,100.5014,28.0,13.754000000000001,100.5014
105,105,2016,3,7,18,28.5,1.0,0,2016-03-08 01:00:00,210,13,13.754000000000001,100.5014,27.7,13.754,100.5014
106,106,2016,3,7,19,27.3,1.0,0,2016-03-08 02:00:00,210,13,13.754000000000001,100.5014,27.7,13.754000000000001,100.5014
107,107,2016,3,7,20,30.2,1.0,0,2016-03-08 03:00:00,210,13,13.754000000000001,100.5014,27.7,13.754000000000001,100.5014
108,108,2016,3,7,21,30.2,1.0,0,2016-03-08 04:00:00,220,19,13.754000000000001,100.5014,27.2,13.754,100.5014
109,109,2016,3,7,22,30.9,1.0,0,2016-03-08 05:00:00,220,19,13.754000000000001,100.5014,27.2,13.754000000000001,100.5014
110,110,2016,3,7,23,26.5,1.0,0,2016-03-08 06:00:00,220,19,13.754000000000001,100.5014,27.2,13.754000000000001,100.5014
111,111,2016,3,8,0,26.6,1.0,0,2016-03-08 07:00:00,225,19,13.754000000000001,100.5014,27.5,13.754,100.5014
112,112,2016,3,8,1,29.1,1.0,0,2016-03-08 08:00:00,225,19,13.754000000000001,100.5014,27.5,13.754000000000001,100.5014
113,113,2016,3,8,2,28.0,1.0,0,2016-03-08 09:00:00,225,19,13.754000000000001,100.5014,27.5,13.754000000000001,100.5014
114,114,2016,3,8,3,28.8,1.0,0,2016-03-08 10:00:00,240,16,13.754000000000001,100.5014,32.2,13.754,100.5014
115,115,2016,3,8,4,29.1,1.0,0,2016-03-08 11:00:00,240,16,13.754000000000001,100.5014,32.2,13.754000000000001,100.5014
116,116,2016,3,8,5,36.6,1.0,0,2016-03-08 12:00:00,240,16,13.754000000000001,100.5014,32.2,13.754000000000001,100.5014
117,117,2016,3,8,6,36.5,1.0,0,2016-03-08 13:00:00,275,12,13.754000000000001,100.5014,33.8,13.754,100.5014
118,118,2016,3,8,7,31.6,1.0,0,2016-03-08 14:00:00,275,12,13.754000000000001,100.5014,33.8,13.754000000000001,100.5014
119,119,2016,3,8,8,28.8,1.0,0,2016-03-08 15:00:00,275,12,13.754000000000001,100.5014,33.8,13.754000000000001,100.5014
120,120,2016,3,8,9,23.4,1.0,0,2016-03-08 16:00:00,285,10,13.754000000000001,100.5014,34.6,13.754,100.5014
121,121,2016,3,8,10,23.0,1.0,0,2016-03-08 17:00:00,285,10,13.754000000000001,100.5014,34.6,13.754000000000001,100.5014
122,122,2016,3,8,11,26.0,1.0,0,2016-03-08 18:00:00,285,10,13.754000000000001,100.5014,34.6,13.754000000000001,100.5014
123,123,2016,3,8,12,24.8,1.0,0,2016-03-08 19:00:00,290,15,13.754000000000001,100.5014,29.2,13.754,100.5014
124,124,2016,3,8,13,24.5,1.0,0,2016-03-08 20:00:00,290,15,13.754000000000001,100.5014,29.2,13.754000000000001,100.5014
125,125,2016,3,8,14,25.5,1.0,0,2016-03-08 21:00:00,290,15,13.754000000000001,100.5014,29.2,13.754000000000001,100.5014
126,126,2016,3,8,15,22.4,1.0,0,2016-03-08 22:00:00,295,13,13.754000000000001,100.5014,28.3,13.754,100.5014
127,127,2016,3,8,16,21.1,1.0,0,2016-03-08 23:00:00,295,13,13.754000000000001,100.5014,28.3,13.754000000000001,100.5014
128,128,2016,3,8,17,25.1,1.0,0,2016-03-09 00:00:00,295,13,13.754000000000001,100.5014,28.3,13.754000000000001,100.5014
129,129,2016,3,8,18,27.3,1.0,0,2016-03-09 01:00:00,230,18,13.754000000000001,100.5014,28.0,13.754,100.5014
130,130,2016,3,8,19,32.1,1.0,0,2016-03-09 02:00:00,230,18,13.754000000000001,100.5014,28.0,13.754000000000001,100.5014
131,131,2016,3,8,20,29.4,1.0,0,2016-03-09 03:00:00,230,18,13.754000000000001,100.5014,28.0,13.754000000000001,100.5014
132,132,2016,3,8,21,33.0,1.0,0,2016-03-09 04:00:00,230,18,13.754,100.5014,27.5,13.754,100.5014
133,133,2016,3,8,22,27.9,1.0,0,2016-03-09 05:00:00,230,18,13.754000000000001,100.5014,27.5,13.754000000000001,100.5014
134,134,2016,3,8,23,26.3,1.0,0,2016-03-09 06:00:00,230,18,13.754000000000001,100.5014,27.5,13.754000000000001,100.5014
135,135,2016,3,9,0,23.0,1.0,0,2016-03-09 07:00:00,260,10,13.754000000000001,100.5014,27.8,13.754,100.5014
136,136,2016,3,9,1,23.1,1.0,0,2016-03-09 08:00:00,260,10,13.754000000000001,100.5014,27.8,13.754000000000001,100.5014
137,137,2016,3,9,2,22.8,1.0,0,2016-03-09 09:00:00,260,10,13.754000000000001,100.5014,27.8,13.754000000000001,100.5014
138,138,2016,3,9,3,22.2,1.0,0,2016-03-09 10:00:00,255,8,13.754000000000001,100.5014,32.2,13.754,100.5014
139,139,2016,3,9,4,28.0,1.0,0,2016-03-09 11:00:00,255,8,13.754000000000001,100.5014,32.2,13.754000000000001,100.5014
140,140,2016,3,9,5,35.5,1.0,0,2016-03-09 12:00:00,255,8,13.754000000000001,100.5014,32.2,13.754000000000001,100.5014
141,141,2016,3,9,6,35.5,1.0,0,2016-03-09 13:00:00,245,9,13.754000000000001,100.5014,34.6,13.754,100.5014
142,142,2016,3,9,7,30.6,1.0,0,2016-03-09 14:00:00,245,9,13.754000000000001,100.5014,34.6,13.754000000000001,100.5014
143,143,2016,3,9,8,29.6,1.0,0,2016-03-09 15:00:00,245,9,13.754000000000001,100.5014,34.6,13.754000000000001,100.5014
144,144,2016,3,9,9,29.3,1.0,0,2016-03-09 16:00:00,255,10,13.754000000000001,100.5014,35.4,13.754,100.5014
145,145,2016,3,9,10,26.8,1.0,0,2016-03-09 17:00:00,255,10,13.754000000000001,100.5014,35.4,13.754000000000001,100.5014
146,146,2016,3,9,11,26.1,1.0,0,2016-03-09 18:00:00,255,10,13.754000000000001,100.5014,35.4,13.754000000000001,100.5014
147,147,2016,3,9,12,24.6,1.0,0,2016-03-09 19:00:00,270,15,13.754000000000001,100.5014,29.4,13.754,100.5014
148,148,2016,3,9,13,24.1,1.0,0,2016-03-09 20:00:00,270,15,13.754000000000001,100.5014,29.4,13.754000000000001,100.5014
149,149,2016,3,9,14,30.0,1.0,0,2016-03-09 21:00:00,270,15,13.754000000000001,100.5014,29.4,13.754000000000001,100.5014
150,150,2016,3,9,15,30.0,1.0,0,2016-03-09 22:00:00,250,14,13.754000000000001,100.5014,28.5,13.754,100.5014
151,151,2016,3,9,16,31.8,1.0,0,2016-03-09 23:00:00,250,14,13.754000000000001,100.5014,28.5,13.754000000000001,100.5014
152,152,2016,3,9,17,29.1,1.0,0,2016-03-10 00:00:00,250,14,13.754000000000001,100.5014,28.5,13.754000000000001,100.5014
153,153,2016,3,9,18,31.8,1.0,0,2016-03-10 01:00:00,230,18,13.754000000000001,100.5014,28.2,13.754,100.5014
154,154,2016,3,9,19,33.2,1.0,0,2016-03-10 02:00:00,230,18,13.754000000000001,100.5014,28.2,13.754000000000001,100.5014
155,155,2016,3,9,20,34.5,1.0,0,2016-03-10 03:00:00,230,18,13.754000000000001,100.5014,28.2,13.754000000000001,100.5014
156,156,2016,3,9,21,36.5,1.0,0,2016-03-10 04:00:00,250,15,13.754000000000001,100.5014,27.6,13.754,100.5014
157,157,2016,3,9,22,37.3,1.0,0,2016-03-10 05:00:00,250,15,13.754000000000001,100.5014,27.6,13.754000000000001,100.5014
158,158,2016,3,9,23,27.1,1.0,0,2016-03-10 06:00:00,250,15,13.754000000000001,100.5014,27.6,13.754000000000001,100.5014
159,159,2016,3,10,0,32.6,1.0,0,2016-03-10 07:00:00,270,14,13.754,100.5014,27.8,13.754,100.5014
160,160,2016,3,10,2,29.8,1.0,0,2016-03-10 09:00:00,270,14,13.754000000000001,100.5014,27.8,13.754000000000001,100.5014
161,161,2016,3,10,3,29.3,1.0,0,2016-03-10 10:00:00,260,9,13.754000000000001,100.5014,32.1,13.754,100.5014
162,162,2016,3,10,4,26.2,1.0,0,2016-03-10 11:00:00,260,9,13.754000000000001,100.5014,32.1,13.754000000000001,100.5014
163,163,2016,3,10,5,38.3,1.0,0,2016-03-10 12:00:00,260,9,13.754000000000001,100.5014,32.1,13.754000000000001,100.5014
164,164,2016,3,10,6,42.6,1.0,0,2016-03-10 13:00:00,200,9,13.754000000000001,100.5014,35.0,13.754,100.5014
165,165,2016,3,10,7,39.4,1.0,0,2016-03-10 14:00:00,200,9,13.754000000000001,100.5014,35.0,13.754000000000001,100.5014
166,166,2016,3,10,8,30.3,1.0,0,2016-03-10 15:00:00,200,9,13.754000000000001,100.5014,35.0,13.754000000000001,100.5014
167,167,2016,3,10,9,23.2,1.0,0,2016-03-10 16:00:00,175,5,13.754000000000001,100.5014,35.1,13.754,100.5014
168,168,2016,3,10,10,21.3,1.0,0,2016-03-10 17:00:00,175,5,13.754000000000001,100.5014,35.1,13.754000000000001,100.5014
169,169,2016,3,10,11,22.8,1.0,0,2016-03-10 18:00:00,175,5,13.754000000000001,100.5014,35.1,13.754000000000001,100.5014
170,170,2016,3,10,12,21.7,1.0,0,2016-03-10 19:00:00,215,6,13.754000000000001,100.5014,29.3,13.754,100.5014
171,171,2016,3,10,13,21.5,1.0,0,2016-03-10 20:00:00,215,6,13.754000000000001,100.5014,29.3,13.754000000000001,100.5014
172,172,2016,3,10,14,26.5,1.0,0,2016-03-10 21:00:00,215,6,13.754000000000001,100.5014,29.3,13.754000000000001,100.5014
173,173,2016,3,10,15,29.6,1.0,0,2016-03-10 22:00:00,170,1,13.754000000000001,100.5014,28.4,13.754,100.5014
174,174,2016,3,10,16,28.8,1.0,0,2016-03-10 23:00:00,170,1,13.754000000000001,100.5014,28.4,13.754000000000001,100.5014
175,175,2016,3,10,17,25.6,1.0,0,2016-03-11 00:00:00,170,1,13.754000000000001,100.5014,28.4,13.754000000000001,100.5014
176,176,2016,3,10,18,29.6,1.0,0,2016-03-11 01:00:00,65,0,13.754000000000001,100.5014,27.5,13.754,100.5014
177,177,2016,3,10,19,25.0,1.0,0,2016-03-11 02:00:00,65,0,13.754000000000001,100.5014,27.5,13.754000000000001,100.5014
178,178,2016,3,10,20,26.5,1.0,0,2016-03-11 03:00:00,65,0,13.754000000000001,100.5014,27.5,13.754000000000001,100.5014
179,179,2016,3,10,21,25.6,1.0,0,2016-03-11 04:00:00,170,4,13.754000000000001,100.5014,26.8,13.754,100.5014
180,180,2016,3,10,22,23.7,1.0,0,2016-03-11 05:00:00,170,4,13.754000000000001,100.5014,26.8,13.754000000000001,100.5014
181,181,2016,3,10,23,23.6,1.0,0,2016-03-11 06:00:00,170,4,13.754000000000001,100.5014,26.8,13.754000000000001,100.5014
182,182,2016,3,11,0,22.1,1.0,0,2016-03-11 07:00:00,160,10,13.754000000000001,100.5014,27.3,13.754,100.5014
183,183,2016,3,11,1,21.0,1.0,0,2016-03-11 08:00:00,160,10,13.754000000000001,100.5014,27.3,13.754000000000001,100.5014
184,184,2016,3,11,2,21.0,1.0,0,2016-03-11 09:00:00,160,10,13.754000000000001,100.5014,27.3,13.754000000000001,100.5014
185,185,2016,3,11,3,21.0,1.0,0,2016-03-11 10:00:00,150,11,13.754000000000001,100.5014,32.2,13.754,100.5014
186,186,2016,3,11,4,21.0,1.0,0,2016-03-11 11:00:00,150,11,13.754000000000001,100.5014,32.2,13.754000000000001,100.5014
187,187,2016,3,11,5,21.0,1.0,0,2016-03-11 12:00:00,150,11,13.754000000000001,100.5014,32.2,13.754000000000001,100.5014
188,188,2016,3,11,6,21.0,1.0,0,2016-03-11 13:00:00,145,15,13.754000000000001,100.5014,34.6,13.754,100.5014
189,189,2016,3,11,7,21.0,1.0,0,2016-03-11 14:00:00,145,15,13.754000000000001,100.5014,34.6,13.754000000000001,100.5014
190,190,2016,3,11,8,21.0,1.0,0,2016-03-11 15:00:00,145,15,13.754000000000001,100.5014,34.6,13.754000000000001,100.5014
191,191,2016,3,11,9,21.0,1.0,0,2016-03-11 16:00:00,130,14,13.754000000000001,100.5014,34.3,13.754,100.5014
192,192,2016,3,11,10,21.0,1.0,0,2016-03-11 17:00:00,130,14,13.754000000000001,100.5014,34.3,13.754000000000001,100.5014
193,193,2016,3,11,11,21.0,1.0,0,2016-03-11 18:00:00,130,14,13.754000000000001,100.5014,34.3,13.754000000000001,100.5014
194,194,2016,3,11,12,21.0,1.0,0,2016-03-11 19:00:00,155,13,13.754000000000001,100.5014,29.5,13.754,100.5014
195,195,2016,3,11,13,21.0,1.0,0,2016-03-11 20:00:00,155,13,13.754000000000001,100.5014,29.5,13.754000000000001,100.5014
196,196,2016,3,11,14,21.0,1.0,0,2016-03-11 21:00:00,155,13,13.754000000000001,100.5014,29.5,13.754000000000001,100.5014
197,197,2016,3,11,15,21.0,1.0,0,2016-03-11 22:00:00,130,14,13.754000000000001,100.5014,28.6,13.754,100.5014
198,198,2016,3,11,16,21.0,1.0,0,2016-03-11 23:00:00,130,14,13.754000000000001,100.5014,28.6,13.754000000000001,100.5014
199,199,2016,3,11,17,21.0,1.0,0,2016-03-12 00:00:00,130,14,13.754000000000001,100.5014,28.6,13.754000000000001,100.5014
200,200,2016,3,11,18,21.0,1.0,0,2016-03-12 01:00:00,210,13,13.754,100.5014,28.0,13.754,100.5014
