,Year,Month,Day,UTC Hour,PM2.5,PM10_mask,Retrospective,datetime
91,2016,3,7,4,32.5,1.0,0,2016-03-07 11:00:00
92,2016,3,7,5,34.4,1.0,0,2016-03-07 12:00:00
93,2016,3,7,6,37.3,1.0,0,2016-03-07 13:00:00
94,2016,3,7,7,36.5,1.0,0,2016-03-07 14:00:00
95,2016,3,7,8,36.8,1.0,0,2016-03-07 15:00:00
96,2016,3,7,9,30.9,1.0,0,2016-03-07 16:00:00
97,2016,3,7,10,29.0,1.0,0,2016-03-07 17:00:00
98,2016,3,7,11,28.6,1.0,0,2016-03-07 18:00:00
99,2016,3,7,12,27.6,1.0,0,2016-03-07 19:00:00
100,2016,3,7,13,26.0,1.0,0,2016-03-07 20:00:00
101,2016,3,7,14,26.2,1.0,0,2016-03-07 21:00:00
102,2016,3,7,15,25.5,1.0,0,2016-03-07 22:00:00
103,2016,3,7,16,26.1,1.0,0,2016-03-07 23:00:00
104,2016,3,7,17,26.2,1.0,0,2016-03-08 00:00:00
105,2016,3,7,18,28.5,1.0,0,2016-03-08 01:00:00
106,2016,3,7,19,27.3,1.0,0,2016-03-08 02:00:00
107,2016,3,7,20,30.2,1.0,0,2016-03-08 03:00:00
108,2016,3,7,21,30.2,1.0,0,2016-03-08 04:00:00
109,2016,3,7,22,30.9,1.0,0,2016-03-08 05:00:00
110,2016,3,7,23,26.5,1.0,0,2016-03-08 06:00:00
111,2016,3,8,0,26.6,1.0,0,2016-03-08 07:00:00
112,2016,3,8,1,29.1,1.0,0,2016-03-08 08:00:00
113,2016,3,8,2,28.0,1.0,0,2016-03-08 09:00:00
114,2016,3,8,3,28.8,1.0,0,2016-03-08 10:00:00
115,2016,3,8,4,29.1,1.0,0,2016-03-08 11:00:00
116,2016,3,8,5,36.6,1.0,0,2016-03-08 12:00:00
117,2016,3,8,6,36.5,1.0,0,2016-03-08 13:00:00
118,2016,3,8,7,31.6,1.0,0,2016-03-08 14:00:00
119,2016,3,8,8,28.8,1.0,0,2016-03-08 15:00:00
120,2016,3,8,9,23.4,1.0,0,2016-03-08 16:00:00
121,2016,3,8,10,23.0,1.0,0,2016-03-08 17:00:00
122,2016,3,8,11,26.0,1.0,0,2016-03-08 18:00:00
123,2016,3,8,12,24.8,1.0,0,2016-03-08 19:00:00
124,2016,3,8,13,24.5,1.0,0,2016-03-08 20:00:00
125,2016,3,8,14,25.5,1.0,0,2016-03-08 21:00:00
126,2016,3,8,15,22.4,1.0,0,2016-03-08 22:00:00
127,2016,3,8,16,21.1,1.0,0,2016-03-08 23:00:00
128,2016,3,8,17,25.1,1.0,0,2016-03-09 00:00:00
129,2016,3,8,18,27.3,1.0,0,2016-03-09 01:00:00
130,2016,3,8,19,32.1,1.0,0,2016-03-09 02:00:00
131,2016,3,8,20,29.4,1.0,0,2016-03-09 03:00:00
132,2016,3,8,21,33.0,1.0,0,2016-03-09 04:00:00
133,2016,3,8,22,27.9,1.0,0,2016-03-09 05:00:00
134,2016,3,8,23,26.3,1.0,0,2016-03-09 06:00:00
135,2016,3,9,0,23.0,1.0,0,2016-03-09 07:00:00
136,2016,3,9,1,23.1,1.0,0,2016-03-09 08:00:00
137,2016,3,9,2,22.8,1.0,0,2016-03-09 09:00:00
138,2016,3,9,3,22.2,1.0,0,2016-03-09 10:00:00
139,2016,3,9,4,28.0,1.0,0,2016-03-09 11:00:00
140,2016,3,9,5,35.5,1.0,0,2016-03-09 12:00:00
141,2016,3,9,6,35.5,1.0,0,2016-03-09 13:00:00
142,2016,3,9,7,30.6,1.0,0,2016-03-09 14:00:00
143,2016,3,9,8,29.6,1.0,0,2016-03-09 15:00:00
144,2016,3,9,9,29.3,1.0,0,2016-03-09 16:00:00
145,2016,3,9,10,26.8,1.0,0,2016-03-09 17:00:00
146,2016,3,9,11,26.1,1.0,0,2016-03-09 18:00:00
147,2016,3,9,12,24.6,1.0,0,2016-03-09 19:00:00
148,2016,3,9,13,24.1,1.0,0,2016-03-09 20:00:00
149,2016,3,9,14,30.0,1.0,0,2016-03-09 21:00:00
150,2016,3,9,15,30.0,1.0,0,2016-03-09 22:00:00
151,2016,3,9,16,31.8,1.0,0,2016-03-09 23:00:00
152,2016,3,9,17,29.1,1.0,0,2016-03-10 00:00:00
153,2016,3,9,18,31.8,1.0,0,2016-03-10 01:00:00
154,2016,3,9,19,33.2,1.0,0,2016-03-10 02:00:00
155,2016,3,9,20,34.5,1.0,0,2016-03-10 03:00:00
156,2016,3,9,21,36.5,1.0,0,2016-03-10 04:00:00
157,2016,3,9,22,37.3,1.0,0,2016-03-10 05:00:00
158,2016,3,9,23,27.1,1.0,0,2016-03-10 06:00:00
159,2016,3,10,0,32.6,1.0,0,2016-03-10 07:00:00
160,2016,3,10,2,29.8,1.0,0,2016-03-10 09:00:00
161,2016,3,10,3,29.3,1.0,0,2016-03-10 10:00:00
162,2016,3,10,4,26.2,1.0,0,2016-03-10 11:00:00
163,2016,3,10,5,38.3,1.0,0,2016-03-10 12:00:00
164,2016,3,10,6,42.6,1.0,0,2016-03-10 13:00:00
165,2016,3,10,7,39.4,1.0,0,2016-03-10 14:00:00
166,2016,3,10,8,30.3,1.0,0,2016-03-10 15:00:00
167,2016,3,10,9,23.2,1.0,0,2016-03-10 16:00:00
168,2016,3,10,10,21.3,1.0,0,2016-03-10 17:00:00
169,2016,3,10,11,22.8,1.0,0,2016-03-10 18:00:00
170,2016,3,10,12,21.7,1.0,0,2016-03-10 19:00:00
171,2016,3,10,13,21.5,1.0,0,2016-03-10 20:00:00
172,2016,3,10,14,26.5,1.0,0,2016-03-10 21:00:00
173,2016,3,10,15,29.6,1.0,0,2016-03-10 22:00:00
174,2016,3,10,16,28.8,1.0,0,2016-03-10 23:00:00
175,2016,3,10,17,25.6,1.0,0,2016-03-11 00:00:00
176,2016,3,10,18,29.6,1.0,0,2016-03-11 01:00:00
177,2016,3,10,19,25.0,1.0,0,2016-03-11 02:00:00
178,2016,3,10,20,26.5,1.0,0,2016-03-11 03:00:00
179,2016,3,10,21,25.6,1.0,0,2016-03-11 04:00:00
180,2016,3,10,22,23.7,1.0,0,2016-03-11 05:00:00
181,2016,3,10,23,23.6,1.0,0,2016-03-11 06:00:00
182,2016,3,11,0,22.1,1.0,0,2016-03-11 07:00:00
183,2016,3,11,1,21.0,1.0,0,2016-03-11 08:00:00
184,2016,3,11,2,21.0,1.0,0,2016-03-11 09:00:00
185,2016,3,11,3,21.0,1.0,0,2016-03-11 10:00:00
186,2016,3,11,4,21.0,1.0,0,2016-03-11 11:00:00
187,2016,3,11,5,21.0,1.0,0,2016-03-11 12:00:00
188,2016,3,11,6,21.0,1.0,0,2016-03-11 13:00:00
189,2016,3,11,7,21.0,1.0,0,2016-03-11 14:00:00
190,2016,3,11,8,21.0,1.0,0,2016-03-11 15:00:00
191,2016,3,11,9,21.0,1.0,0,2016-03-11 16:00:00
192,2016,3,11,10,21.0,1.0,0,2016-03-11 17:00:00
193,2016,3,11,11,21.0,1.0,0,2016-03-11 18:00:00
194,2016,3,11,12,21.0,1.0,0,2016-03-11 19:00:00
195,2016,3,11,13,21.0,1.0,0,2016-03-11 20:00:00
196,2016,3,11,14,21.0,1.0,0,2016-03-11 21:00:00
197,2016,3,11,15,21.0,1.0,0,2016-03-11 22:00:00
198,2016,3,11,16,21.0,1.0,0,2016-03-11 23:00:00
199,2016,3,11,17,21.0,1.0,0,2016-03-12 00:00:00
200,2016,3,11,18,21.0,1.0,0,2016-03-12 01:00:00
201,2016,3,11,19,21.0,1.0,0,2016-03-12 02:00:00
202,2016,3,11,20,21.0,1.0,0,2016-03-12 03:00:00
203,2016,3,11,21,21.0,1.0,0,2016-03-12 04:00:00
204,2016,3,11,22,21.0,1.0,0,2016-03-12 05:00:00
205,2016,3,11,23,21.0,1.0,0,2016-03-12 06:00:00
206,2016,3,12,0,21.0,1.0,0,2016-03-12 07:00:00
207,2016,3,12,1,21.0,1.0,0,2016-03-12 08:00:00
208,2016,3,12,2,21.0,1.0,0,2016-03-12 09:00:00
209,2016,3,12,3,21.0,1.0,0,2016-03-12 10:00:00
210,2016,3,12,4,21.0,1.0,0,2016-03-12 11:00:00
211,2016,3,12,5,21.0,1.0,0,2016-03-12 12:00:00
212,2016,3,12,6,21.0,1.0,0,2016-03-12 13:00:00
213,2016,3,12,7,21.0,1.0,0,2016-03-12 14:00:00
214,2016,3,12,8,21.0,1.0,0,2016-03-12 15:00:00
215,2016,3,12,9,21.0,1.0,0,2016-03-12 16:00:00
216,2016,3,12,10,21.0,1.0,0,2016-03-12 17:00:00
217,2016,3,12,11,21.0,1.0,0,2016-03-12 18:00:00
218,2016,3,12,12,21.0,1.0,0,2016-03-12 19:00:00
219,2016,3,12,13,21.0,1.0,0,2016-03-12 20:00:00
220,2016,3,12,14,21.0,1.0,0,2016-03-12 21:00:00
221,2016,3,12,15,21.0,1.0,0,2016-03-12 22:00:00
222,2016,3,12,16,21.0,1.0,0,2016-03-12 23:00:00
223,2016,3,12,17,19.3,1.0,0,2016-03-13 00:00:00
224,2016,3,12,18,19.7,1.0,0,2016-03-13 01:00:00
225,2016,3,12,19,18.0,1.0,0,2016-03-13 02:00:00
226,2016,3,12,20,16.4,1.0,0,2016-03-13 03:00:00
227,2016,3,12,21,21.0,1.0,0,2016-03-13 04:00:00
228,2016,3,12,22,19.9,1.0,0,2016-03-13 05:00:00
229,2016,3,12,23,20.9,1.0,0,2016-03-13 06:00:00
230,2016,3,13,0,20.6,1.0,0,2016-03-13 07:00:00
231,2016,3,13,1,19.2,1.0,0,2016-03-13 08:00:00
232,2016,3,13,3,17.9,1.0,0,2016-03-13 10:00:00
233,2016,3,13,4,27.5,1.0,0,2016-03-13 11:00:00
234,2016,3,13,5,20.8,1.0,0,2016-03-13 12:00:00
235,2016,3,13,6,29.0,1.0,0,2016-03-13 13:00:00
236,2016,3,13,7,30.5,1.0,0,2016-03-13 14:00:00
237,2016,3,13,8,30.5,1.0,0,2016-03-13 15:00:00
238,2016,3,13,9,15.7,1.0,0,2016-03-13 16:00:00
239,2016,3,13,10,26.5,1.0,0,2016-03-13 17:00:00
240,2016,3,13,11,24.1,1.0,0,2016-03-13 18:00:00
241,2016,3,13,12,20.1,1.0,0,2016-03-13 19:00:00
242,2016,3,13,13,16.9,1.0,0,2016-03-13 20:00:00
243,2016,3,13,14,16.3,1.0,0,2016-03-13 21:00:00
244,2016,3,13,15,18.3,1.0,0,2016-03-13 22:00:00
245,2016,3,13,16,17.8,1.0,0,2016-03-13 23:00:00
246,2016,3,13,17,19.4,1.0,0,2016-03-14 00:00:00
247,2016,3,13,18,20.3,1.0,0,2016-03-14 01:00:00
248,2016,3,13,19,24.1,1.0,0,2016-03-14 02:00:00
249,2016,3,13,20,15.8,1.0,0,2016-03-14 03:00:00
250,2016,3,13,21,17.6,1.0,0,2016-03-14 04:00:00
251,2016,3,13,22,26.5,1.0,0,2016-03-14 05:00:00
252,2016,3,13,23,26.9,1.0,0,2016-03-14 06:00:00
253,2016,3,14,0,27.4,1.0,0,2016-03-14 07:00:00
254,2016,3,14,1,25.5,1.0,0,2016-03-14 08:00:00
255,2016,3,14,2,26.2,1.0,0,2016-03-14 09:00:00
256,2016,3,14,3,22.6,1.0,0,2016-03-14 10:00:00
257,2016,3,14,4,25.5,1.0,0,2016-03-14 11:00:00
258,2016,3,14,5,25.5,1.0,0,2016-03-14 12:00:00
259,2016,3,14,6,30.5,1.0,0,2016-03-14 13:00:00
260,2016,3,14,7,33.5,1.0,0,2016-03-14 14:00:00
261,2016,3,14,8,30.7,1.0,0,2016-03-14 15:00:00
262,2016,3,14,9,27.3,1.0,0,2016-03-14 16:00:00
263,2016,3,14,10,24.0,1.0,0,2016-03-14 17:00:00
264,2016,3,14,11,20.1,1.0,0,2016-03-14 18:00:00
265,2016,3,14,12,24.6,1.0,0,2016-03-14 19:00:00
266,2016,3,14,13,21.0,1.0,0,2016-03-14 20:00:00
267,2016,3,14,14,20.3,1.0,0,2016-03-14 21:00:00
268,2016,3,14,16,22.1,1.0,0,2016-03-14 23:00:00
269,2016,3,14,17,23.4,1.0,0,2016-03-15 00:00:00
270,2016,3,14,18,26.6,1.0,0,2016-03-15 01:00:00
271,2016,3,14,19,26.2,1.0,0,2016-03-15 02:00:00
272,2016,3,14,20,22.9,1.0,0,2016-03-15 03:00:00
273,2016,3,14,21,28.1,1.0,0,2016-03-15 04:00:00
274,2016,3,14,22,28.1,1.0,0,2016-03-15 05:00:00
275,2016,3,14,23,24.8,1.0,0,2016-03-15 06:00:00
276,2016,3,15,0,26.1,1.0,0,2016-03-15 07:00:00
277,2016,3,15,1,24.1,1.0,0,2016-03-15 08:00:00
278,2016,3,15,2,30.9,1.0,0,2016-03-15 09:00:00
279,2016,3,15,3,26.1,1.0,0,2016-03-15 10:00:00
280,2016,3,15,4,27.2,1.0,0,2016-03-15 11:00:00
281,2016,3,15,5,27.7,1.0,0,2016-03-15 12:00:00
282,2016,3,15,6,29.4,1.0,0,2016-03-15 13:00:00
283,2016,3,15,7,30.7,1.0,0,2016-03-15 14:00:00
284,2016,3,15,8,28.9,1.0,0,2016-03-15 15:00:00
285,2016,3,15,9,35.6,1.0,0,2016-03-15 16:00:00
286,2016,3,15,10,33.4,1.0,0,2016-03-15 17:00:00
287,2016,3,15,11,31.5,1.0,0,2016-03-15 18:00:00
288,2016,3,15,12,29.7,1.0,0,2016-03-15 19:00:00
289,2016,3,15,13,28.4,1.0,0,2016-03-15 20:00:00
290,2016,3,15,14,24.5,1.0,0,2016-03-15 21:00:00
291,2016,3,15,15,25.9,1.0,0,2016-03-15 22:00:00
292,2016,3,15,16,26.1,1.0,0,2016-03-15 23:00:00
293,2016,3,15,17,27.6,1.0,0,2016-03-16 00:00:00
294,2016,3,15,18,30.5,1.0,0,2016-03-16 01:00:00
295,2016,3,15,19,29.1,1.0,0,2016-03-16 02:00:00
296,2016,3,15,20,31.1,1.0,0,2016-03-16 03:00:00
297,2016,3,15,21,32.0,1.0,0,2016-03-16 04:00:00
298,2016,3,15,22,32.9,1.0,0,2016-03-16 05:00:00
299,2016,3,15,23,35.5,1.0,0,2016-03-16 06:00:00
300,2016,3,16,0,35.2,1.0,0,2016-03-16 07:00:00
301,2016,3,16,1,31.2,1.0,0,2016-03-16 08:00:00
302,2016,3,16,2,33.1,1.0,0,2016-03-16 09:00:00
303,2016,3,16,5,30.1,1.0,0,2016-03-16 12:00:00
304,2016,3,16,6,34.9,1.0,0,2016-03-16 13:00:00
305,2016,3,16,7,33.6,1.0,0,2016-03-16 14:00:00
306,2016,3,16,8,32.0,1.0,0,2016-03-16 15:00:00
307,2016,3,16,9,30.3,1.0,0,2016-03-16 16:00:00
308,2016,3,16,10,27.2,1.0,0,2016-03-16 17:00:00
309,2016,3,16,11,23.8,1.0,0,2016-03-16 18:00:00
310,2016,3,16,12,25.8,1.0,0,2016-03-16 19:00:00
311,2016,3,16,13,23.1,1.0,0,2016-03-16 20:00:00
312,2016,3,16,14,21.7,1.0,0,2016-03-16 21:00:00
313,2016,3,16,15,24.9,1.0,0,2016-03-16 22:00:00
314,2016,3,16,16,26.5,1.0,0,2016-03-16 23:00:00
315,2016,3,16,17,26.0,1.0,0,2016-03-17 00:00:00
316,2016,3,16,18,28.5,1.0,0,2016-03-17 01:00:00
317,2016,3,16,19,27.4,1.0,0,2016-03-17 02:00:00
318,2016,3,16,20,24.9,1.0,0,2016-03-17 03:00:00
319,2016,3,16,21,30.1,1.0,0,2016-03-17 04:00:00
320,2016,3,16,22,33.4,1.0,0,2016-03-17 05:00:00
321,2016,3,16,23,32.6,1.0,0,2016-03-17 06:00:00
322,2016,3,17,0,31.2,1.0,0,2016-03-17 07:00:00
323,2016,3,17,1,29.8,1.0,0,2016-03-17 08:00:00
324,2016,3,17,2,28.3,1.0,0,2016-03-17 09:00:00
325,2016,3,17,3,27.6,1.0,0,2016-03-17 10:00:00
326,2016,3,17,4,28.3,1.0,0,2016-03-17 11:00:00
327,2016,3,17,5,26.4,1.0,0,2016-03-17 12:00:00
328,2016,3,17,6,32.7,1.0,0,2016-03-17 13:00:00
329,2016,3,17,7,34.4,1.0,0,2016-03-17 14:00:00
330,2016,3,17,8,36.1,1.0,0,2016-03-17 15:00:00
331,2016,3,17,9,34.4,1.0,0,2016-03-17 16:00:00
332,2016,3,17,10,28.7,1.0,0,2016-03-17 17:00:00
333,2016,3,17,11,25.6,1.0,0,2016-03-17 18:00:00
334,2016,3,17,12,28.8,1.0,0,2016-03-17 19:00:00
335,2016,3,17,13,30.9,1.0,0,2016-03-17 20:00:00
336,2016,3,17,14,30.8,1.0,0,2016-03-17 21:00:00
337,2016,3,17,15,32.2,1.0,0,2016-03-17 22:00:00
338,2016,3,17,16,29.9,1.0,0,2016-03-17 23:00:00
339,2016,3,17,17,29.6,1.0,0,2016-03-18 00:00:00
340,2016,3,17,18,31.8,1.0,0,2016-03-18 01:00:00
341,2016,3,17,19,31.5,1.0,0,2016-03-18 02:00:00
342,2016,3,17,20,30.9,1.0,0,2016-03-18 03:00:00
343,2016,3,17,21,34.8,1.0,0,2016-03-18 04:00:00
344,2016,3,17,22,34.9,1.0,0,2016-03-18 05:00:00
345,2016,3,17,23,33.6,1.0,0,2016-03-18 06:00:00
346,2016,3,18,0,32.2,1.0,0,2016-03-18 07:00:00
347,2016,3,18,1,32.0,1.0,0,2016-03-18 08:00:00
348,2016,3,18,2,33.7,1.0,0,2016-03-18 09:00:00
349,2016,3,18,3,29.9,1.0,0,2016-03-18 10:00:00
350,2016,3,18,4,34.4,1.0,0,2016-03-18 11:00:00
351,2016,3,18,5,33.8,1.0,0,2016-03-18 12:00:00
352,2016,3,18,6,34.9,1.0,0,2016-03-18 13:00:00
353,2016,3,18,7,35.3,1.0,0,2016-03-18 14:00:00
354,2016,3,18,8,38.1,1.0,0,2016-03-18 15:00:00
355,2016,3,18,9,37.4,1.0,0,2016-03-18 16:00:00
356,2016,3,18,10,33.4,1.0,0,2016-03-18 17:00:00
357,2016,3,18,11,32.1,1.0,0,2016-03-18 18:00:00
358,2016,3,18,12,32.3,1.0,0,2016-03-18 19:00:00
359,2016,3,18,13,31.3,1.0,0,2016-03-18 20:00:00
360,2016,3,18,14,34.8,1.0,0,2016-03-18 21:00:00
361,2016,3,18,15,34.0,1.0,0,2016-03-18 22:00:00
362,2016,3,18,16,33.6,1.0,0,2016-03-18 23:00:00
363,2016,3,18,17,31.8,1.0,0,2016-03-19 00:00:00
364,2016,3,18,18,32.4,1.0,0,2016-03-19 01:00:00
365,2016,3,18,19,31.7,1.0,0,2016-03-19 02:00:00
366,2016,3,18,20,32.6,1.0,0,2016-03-19 03:00:00
367,2016,3,18,21,36.6,1.0,0,2016-03-19 04:00:00
368,2016,3,18,22,33.8,1.0,0,2016-03-19 05:00:00
369,2016,3,18,23,31.9,1.0,0,2016-03-19 06:00:00
370,2016,3,19,0,30.9,1.0,0,2016-03-19 07:00:00
371,2016,3,19,1,37.3,0.0,0,2016-03-19 08:00:00
372,2016,3,19,2,35.3,0.0,0,2016-03-19 09:00:00
373,2016,3,19,3,32.4,0.0,0,2016-03-19 10:00:00
374,2016,3,19,4,33.8,1.0,0,2016-03-19 11:00:00
375,2016,3,19,5,41.2,1.0,0,2016-03-19 12:00:00
376,2016,3,19,6,42.2,1.0,0,2016-03-19 13:00:00
377,2016,3,19,7,40.0,1.0,0,2016-03-19 14:00:00
378,2016,3,19,8,37.9,1.0,0,2016-03-19 15:00:00
379,2016,3,19,9,35.0,1.0,0,2016-03-19 16:00:00
380,2016,3,19,10,41.6,1.0,0,2016-03-19 17:00:00
381,2016,3,19,11,35.0,1.0,0,2016-03-19 18:00:00
382,2016,3,19,12,38.0,1.0,0,2016-03-19 19:00:00
383,2016,3,19,13,39.5,1.0,0,2016-03-19 20:00:00
384,2016,3,19,14,37.0,1.0,0,2016-03-19 21:00:00
385,2016,3,19,15,39.9,1.0,0,2016-03-19 22:00:00
386,2016,3,19,16,32.1,1.0,0,2016-03-19 23:00:00
387,2016,3,19,17,30.0,1.0,0,2016-03-20 00:00:00
388,2016,3,19,18,29.5,1.0,0,2016-03-20 01:00:00
389,2016,3,19,19,37.9,1.0,0,2016-03-20 02:00:00
390,2016,3,19,20,37.3,1.0,0,2016-03-20 03:00:00
391,2016,3,19,21,41.6,1.0,0,2016-03-20 04:00:00
392,2016,3,19,22,41.1,1.0,0,2016-03-20 05:00:00
393,2016,3,19,23,40.9,1.0,0,2016-03-20 06:00:00
394,2016,3,20,0,38.7,1.0,0,2016-03-20 07:00:00
395,2016,3,20,1,33.7,1.0,0,2016-03-20 08:00:00
396,2016,3,20,2,32.2,1.0,0,2016-03-20 09:00:00
397,2016,3,20,3,29.7,1.0,0,2016-03-20 10:00:00
398,2016,3,20,4,32.9,1.0,0,2016-03-20 11:00:00
399,2016,3,20,5,36.2,1.0,0,2016-03-20 12:00:00
400,2016,3,20,6,38.8,1.0,0,2016-03-20 13:00:00
401,2016,3,20,7,44.3,1.0,0,2016-03-20 14:00:00
402,2016,3,20,8,44.4,1.0,0,2016-03-20 15:00:00
403,2016,3,20,9,44.7,1.0,0,2016-03-20 16:00:00
404,2016,3,20,10,39.6,1.0,0,2016-03-20 17:00:00
405,2016,3,20,11,34.6,1.0,0,2016-03-20 18:00:00
406,2016,3,20,12,33.4,1.0,0,2016-03-20 19:00:00
407,2016,3,20,13,31.3,1.0,0,2016-03-20 20:00:00
408,2016,3,20,14,34.0,1.0,0,2016-03-20 21:00:00
