,datetime,Temp(C),lat_x,long_x,WindDir,Wind Speed(km/h),lat_y,long_y,Unnamed: 0,Year,Month,Day,UTC Hour,PM2.5,PM10_mask,Retrospective
47,2016-03-09 16:00:00,35.4,13.754,100.5014,255,10,13.754000000000001,100.5014,144,2016,3,9,9,29.3,1.0,0
48,2016-03-09 19:00:00,29.4,13.754,100.5014,270,15,13.754000000000001,100.5014,147,2016,3,9,12,24.6,1.0,0
49,2016-03-09 22:00:00,28.5,13.754,100.5014,250,14,13.754000000000001,100.5014,150,2016,3,9,15,30.0,1.0,0
50,2016-03-10 01:00:00,28.2,13.754,100.5014,230,18,13.754000000000001,100.5014,153,2016,3,9,18,31.8,1.0,0
51,2016-03-10 04:00:00,27.6,13.754,100.5014,250,15,13.754000000000001,100.5014,156,2016,3,9,21,36.5,1.0,0
52,2016-03-10 07:00:00,27.8,13.754,100.5014,270,14,13.754,100.5014,159,2016,3,10,0,32.6,1.0,0
53,2016-03-10 10:00:00,32.1,13.754,100.5014,260,9,13.754000000000001,100.5014,161,2016,3,10,3,29.3,1.0,0
54,2016-03-10 13:00:00,35.0,13.754,100.5014,200,9,13.754000000000001,100.5014,164,2016,3,10,6,42.6,1.0,0
55,2016-03-10 16:00:00,35.1,13.754,100.5014,175,5,13.754000000000001,100.5014,167,2016,3,10,9,23.2,1.0,0
56,2016-03-10 19:00:00,29.3,13.754,100.5014,215,6,13.754000000000001,100.5014,170,2016,3,10,12,21.7,1.0,0
57,2016-03-10 22:00:00,28.4,13.754,100.5014,170,1,13.754000000000001,100.5014,173,2016,3,10,15,29.6,1.0,0
58,2016-03-11 01:00:00,27.5,13.754,100.5014,65,0,13.754000000000001,100.5014,176,2016,3,10,18,29.6,1.0,0
59,2016-03-11 04:00:00,26.8,13.754,100.5014,170,4,13.754000000000001,100.5014,179,2016,3,10,21,25.6,1.0,0
60,2016-03-11 07:00:00,27.3,13.754,100.5014,160,10,13.754000000000001,100.5014,182,2016,3,11,0,22.1,1.0,0
61,2016-03-11 10:00:00,32.2,13.754,100.5014,150,11,13.754000000000001,100.5014,185,2016,3,11,3,21.0,1.0,0
62,2016-03-11 13:00:00,34.6,13.754,100.5014,145,15,13.754000000000001,100.5014,188,2016,3,11,6,21.0,1.0,0
63,2016-03-11 16:00:00,34.3,13.754,100.5014,130,14,13.754000000000001,100.5014,191,2016,3,11,9,21.0,1.0,0
64,2016-03-11 19:00:00,29.5,13.754,100.5014,155,13,13.754000000000001,100.5014,194,2016,3,11,12,21.0,1.0,0
65,2016-03-11 22:00:00,28.6,13.754,100.5014,130,14,13.754000000000001,100.5014,197,2016,3,11,15,21.0,1.0,0
66,2016-03-12 01:00:00,28.0,13.754,100.5014,210,13,13.754,100.5014,200,2016,3,11,18,21.0,1.0,0
67,2016-03-12 04:00:00,27.4,13.754,100.5014,200,17,13.754000000000001,100.5014,203,2016,3,11,21,21.0,1.0,0
68,2016-03-12 07:00:00,28.0,13.754,100.5014,200,23,13.754000000000001,100.5014,206,2016,3,12,0,21.0,1.0,0
69,2016-03-12 10:00:00,32.2,13.754,100.5014,190,16,13.754000000000001,100.5014,209,2016,3,12,3,21.0,1.0,0
70,2016-03-12 13:00:00,33.1,13.754,100.5014,185,11,13.754000000000001,100.5014,212,2016,3,12,6,21.0,1.0,0
71,2016-03-12 16:00:00,32.2,13.754,100.5014,190,14,13.754000000000001,100.5014,215,2016,3,12,9,21.0,1.0,0
72,2016-03-12 19:00:00,28.7,13.754,100.5014,215,11,13.754000000000001,100.5014,218,2016,3,12,12,21.0,1.0,0
73,2016-03-12 22:00:00,28.1,13.754,100.5014,200,11,13.754000000000001,100.5014,221,2016,3,12,15,21.0,1.0,0
74,2016-03-13 01:00:00,27.6,13.754,100.5014,230,18,13.754000000000001,100.5014,224,2016,3,12,18,19.7,1.0,0
75,2016-03-13 04:00:00,27.2,13.754,100.5014,240,21,13.754000000000001,100.5014,227,2016,3,12,21,21.0,1.0,0
76,2016-03-13 07:00:00,27.3,13.754,100.5014,250,15,13.754000000000001,100.5014,230,2016,3,13,0,20.6,1.0,0
77,2016-03-13 10:00:00,31.8,13.754,100.5014,245,11,13.754,100.5014,232,2016,3,13,3,17.9,1.0,0
78,2016-03-13 13:00:00,33.6,13.754,100.5014,235,13,13.754000000000001,100.5014,235,2016,3,13,6,29.0,1.0,0
79,2016-03-13 16:00:00,33.8,13.754,100.5014,245,12,13.754000000000001,100.5014,238,2016,3,13,9,15.7,1.0,0
80,2016-03-13 19:00:00,29.0,13.754,100.5014,255,9,13.754000000000001,100.5014,241,2016,3,13,12,20.1,1.0,0
81,2016-03-13 22:00:00,28.1,13.754,100.5014,245,5,13.754000000000001,100.5014,244,2016,3,13,15,18.3,1.0,0
82,2016-03-14 01:00:00,27.4,13.754,100.5014,245,10,13.754000000000001,100.5014,247,2016,3,13,18,20.3,1.0,0
83,2016-03-14 04:00:00,26.8,13.754,100.5014,220,9,13.754000000000001,100.5014,250,2016,3,13,21,17.6,1.0,0
84,2016-03-14 07:00:00,27.3,13.754,100.5014,180,8,13.754000000000001,100.5014,253,2016,3,14,0,27.4,1.0,0
85,2016-03-14 10:00:00,31.8,13.754,100.5014,175,8,13.754000000000001,100.5014,256,2016,3,14,3,22.6,1.0,0
86,2016-03-14 13:00:00,34.1,13.754,100.5014,150,9,13.754,100.5014,259,2016,3,14,6,30.5,1.0,0
87,2016-03-14 16:00:00,35.0,13.754,100.5014,150,9,13.754000000000001,100.5014,262,2016,3,14,9,27.3,1.0,0
88,2016-03-14 19:00:00,28.9,13.754,100.5014,190,10,13.754000000000001,100.5014,265,2016,3,14,12,24.6,1.0,0
89,2016-03-15 01:00:00,27.2,13.754,100.5014,195,9,13.754000000000001,100.5014,270,2016,3,14,18,26.6,1.0,0
90,2016-03-15 04:00:00,26.9,13.754,100.5014,210,14,13.754000000000001,100.5014,273,2016,3,14,21,28.1,1.0,0
91,2016-03-15 07:00:00,27.6,13.754,100.5014,235,19,13.754000000000001,100.5014,276,2016,3,15,0,26.1,1.0,0
92,2016-03-15 10:00:00,32.5,13.754,100.5014,235,14,13.754,100.5014,279,2016,3,15,3,26.1,1.0,0
93,2016-03-15 13:00:00,34.3,13.754,100.5014,230,16,13.754000000000001,100.5014,282,2016,3,15,6,29.4,1.0,0
94,2016-03-15 16:00:00,34.2,13.754,100.5014,210,16,13.754000000000001,100.5014,285,2016,3,15,9,35.6,1.0,0
95,2016-03-15 19:00:00,29.3,13.754,100.5014,230,14,13.754000000000001,100.5014,288,2016,3,15,12,29.7,1.0,0
96,2016-03-15 22:00:00,28.6,13.754,100.5014,215,15,13.754000000000001,100.5014,291,2016,3,15,15,25.9,1.0,0
97,2016-03-16 01:00:00,28.4,13.754,100.5014,220,26,13.754000000000001,100.5014,294,2016,3,15,18,30.5,1.0,0
98,2016-03-16 04:00:00,27.6,13.754,100.5014,235,23,13.754000000000001,100.5014,297,2016,3,15,21,32.0,1.0,0
99,2016-03-16 07:00:00,27.7,13.754,100.5014,225,19,13.754000000000001,100.5014,300,2016,3,16,0,35.2,1.0,0
100,2016-03-16 13:00:00,34.6,13.754,100.5014,235,16,13.754000000000001,100.5014,304,2016,3,16,6,34.9,1.0,0
101,2016-03-16 16:00:00,34.5,13.754,100.5014,255,13,13.754000000000001,100.5014,307,2016,3,16,9,30.3,1.0,0
102,2016-03-16 19:00:00,29.4,13.754,100.5014,240,14,13.754000000000001,100.5014,310,2016,3,16,12,25.8,1.0,0
103,2016-03-16 22:00:00,28.7,13.754,100.5014,215,14,13.754000000000001,100.5014,313,2016,3,16,15,24.9,1.0,0
104,2016-03-17 01:00:00,28.1,13.754,100.5014,195,17,13.754,100.5014,316,2016,3,16,18,28.5,1.0,0
105,2016-03-17 04:00:00,27.6,13.754,100.5014,190,20,13.754000000000001,100.5014,319,2016,3,16,21,30.1,1.0,0
106,2016-03-17 07:00:00,28.2,13.754,100.5014,200,20,13.754000000000001,100.5014,322,2016,3,17,0,31.2,1.0,0
107,2016-03-17 10:00:00,32.4,13.754,100.5014,190,22,13.754000000000001,100.5014,325,2016,3,17,3,27.6,1.0,0
108,2016-03-17 13:00:00,35.2,13.754,100.5014,180,22,13.754000000000001,100.5014,328,2016,3,17,6,32.7,1.0,0
109,2016-03-17 16:00:00,35.4,13.754,100.5014,195,20,13.754000000000001,100.5014,331,2016,3,17,9,34.4,1.0,0
110,2016-03-17 19:00:00,30.0,13.754,100.5014,220,14,13.754000000000001,100.5014,334,2016,3,17,12,28.8,1.0,0
111,2016-03-17 22:00:00,28.8,13.754,100.5014,210,7,13.754000000000001,100.5014,337,2016,3,17,15,32.2,1.0,0
112,2016-03-18 01:00:00,28.2,13.754,100.5014,210,4,13.754000000000001,100.5014,340,2016,3,17,18,31.8,1.0,0
113,2016-03-18 04:00:00,27.6,13.754,100.5014,215,10,13.754000000000001,100.5014,343,2016,3,17,21,34.8,1.0,0
114,2016-03-18 07:00:00,28.3,13.754,100.5014,250,16,13.754000000000001,100.5014,346,2016,3,18,0,32.2,1.0,0
115,2016-03-18 10:00:00,33.1,13.754,100.5014,235,14,13.754000000000001,100.5014,349,2016,3,18,3,29.9,1.0,0
116,2016-03-18 13:00:00,35.2,13.754,100.5014,230,13,13.754000000000001,100.5014,352,2016,3,18,6,34.9,1.0,0
117,2016-03-18 16:00:00,35.5,13.754,100.5014,225,16,13.754000000000001,100.5014,355,2016,3,18,9,37.4,1.0,0
118,2016-03-18 19:00:00,30.0,13.754,100.5014,235,15,13.754000000000001,100.5014,358,2016,3,18,12,32.3,1.0,0
119,2016-03-18 22:00:00,28.9,13.754,100.5014,220,14,13.754,100.5014,361,2016,3,18,15,34.0,1.0,0
120,2016-03-19 01:00:00,28.7,13.754,100.5014,215,22,13.754000000000001,100.5014,364,2016,3,18,18,32.4,1.0,0
121,2016-03-19 04:00:00,28.0,13.754,100.5014,225,23,13.754,100.5014,367,2016,3,18,21,36.6,1.0,0
122,2016-03-19 07:00:00,28.5,13.754,100.5014,240,19,13.754000000000001,100.5014,370,2016,3,19,0,30.9,1.0,0
123,2016-03-19 10:00:00,32.9,13.754,100.5014,240,14,13.754000000000001,100.5014,373,2016,3,19,3,32.4,0.0,0
124,2016-03-19 13:00:00,35.2,13.754,100.5014,235,12,13.754000000000001,100.5014,376,2016,3,19,6,42.2,1.0,0
125,2016-03-19 16:00:00,35.8,13.754,100.5014,250,12,13.754000000000001,100.5014,379,2016,3,19,9,35.0,1.0,0
126,2016-03-19 19:00:00,30.2,13.754,100.5014,265,15,13.754000000000001,100.5014,382,2016,3,19,12,38.0,1.0,0
127,2016-03-19 22:00:00,28.7,13.754,100.5014,275,6,13.754000000000001,100.5014,385,2016,3,19,15,39.9,1.0,0
128,2016-03-20 01:00:00,28.3,13.754,100.5014,190,17,13.754000000000001,100.5014,388,2016,3,19,18,29.5,1.0,0
129,2016-03-20 04:00:00,27.8,13.754,100.5014,195,19,13.754000000000001,100.5014,391,2016,3,19,21,41.6,1.0,0
130,2016-03-20 07:00:00,28.4,13.754,100.5014,195,21,13.754000000000001,100.5014,394,2016,3,20,0,38.7,1.0,0
131,2016-03-20 10:00:00,32.8,13.754,100.5014,195,19,13.754000000000001,100.5014,397,2016,3,20,3,29.7,1.0,0
132,2016-03-20 13:00:00,35.6,13.754,100.5014,205,18,13.754000000000001,100.5014,400,2016,3,20,6,38.8,1.0,0
133,2016-03-20 16:00:00,34.9,13.754,100.5014,220,15,13.754000000000001,100.5014,403,2016,3,20,9,44.7,1.0,0
134,2016-03-20 19:00:00,29.5,13.754,100.5014,250,14,13.754000000000001,100.5014,406,2016,3,20,12,33.4,1.0,0
135,2016-03-20 22:00:00,28.7,13.754,100.5014,240,6,13.754000000000001,100.5014,409,2016,3,20,15,38.2,1.0,0
136,2016-03-21 01:00:00,28.1,13.754,100.5014,200,19,13.754000000000001,100.5014,412,2016,3,20,18,41.5,1.0,0
137,2016-03-21 04:00:00,27.2,13.754,100.5014,210,22,13.754,100.5014,415,2016,3,20,21,40.2,1.0,0
138,2016-03-21 07:00:00,28.0,13.754,100.5014,240,20,13.754000000000001,100.5014,418,2016,3,21,0,39.0,1.0,0
139,2016-03-21 10:00:00,32.4,13.754,100.5014,250,15,13.754000000000001,100.5014,421,2016,3,21,3,41.9,1.0,0
140,2016-03-21 13:00:00,34.5,13.754,100.5014,245,16,13.754000000000001,100.5014,424,2016,3,21,6,36.7,1.0,0
141,2016-03-21 16:00:00,35.3,13.754,100.5014,245,15,13.754000000000001,100.5014,427,2016,3,21,9,30.6,1.0,0
142,2016-03-21 19:00:00,30.5,13.754,100.5014,255,16,13.754000000000001,100.5014,430,2016,3,21,12,35.9,1.0,0
143,2016-03-21 22:00:00,29.1,13.754,100.5014,230,16,13.754000000000001,100.5014,433,2016,3,21,15,36.5,1.0,0
144,2016-03-22 01:00:00,28.2,13.754,100.5014,215,19,13.754000000000001,100.5014,436,2016,3,21,18,40.1,1.0,0
145,2016-03-22 04:00:00,27.6,13.754,100.5014,220,18,13.754000000000001,100.5014,439,2016,3,21,21,47.5,1.0,0
146,2016-03-22 07:00:00,28.3,13.754,100.5014,255,14,13.754000000000001,100.5014,442,2016,3,22,0,37.7,1.0,0
147,2016-03-22 10:00:00,32.8,13.754,100.5014,260,12,13.754000000000001,100.5014,445,2016,3,22,3,40.5,1.0,0
148,2016-03-22 13:00:00,35.8,13.754,100.5014,245,10,13.754000000000001,100.5014,448,2016,3,22,6,47.7,1.0,0
149,2016-03-22 16:00:00,35.8,13.754,100.5014,250,11,13.754000000000001,100.5014,451,2016,3,22,9,41.3,1.0,0
150,2016-03-22 19:00:00,30.0,13.754,100.5014,260,15,13.754000000000001,100.5014,454,2016,3,22,12,43.3,1.0,0
151,2016-03-22 22:00:00,28.6,13.754,100.5014,235,17,13.754000000000001,100.5014,457,2016,3,22,15,43.4,1.0,0
152,2016-03-23 01:00:00,28.7,13.754,100.5014,235,23,13.754000000000001,100.5014,460,2016,3,22,18,41.6,1.0,0
153,2016-03-23 04:00:00,28.3,13.754,100.5014,245,18,13.754000000000001,100.5014,463,2016,3,22,21,54.2,1.0,0
154,2016-03-23 07:00:00,28.5,13.754,100.5014,230,17,13.754000000000001,100.5014,466,2016,3,23,0,75.8,1.0,0
155,2016-03-23 10:00:00,33.0,13.754,100.5014,230,16,13.754000000000001,100.5014,469,2016,3,23,3,69.5,1.0,0
156,2016-03-23 13:00:00,36.0,13.754,100.5014,250,15,13.754000000000001,100.5014,472,2016,3,23,6,74.5,1.0,0
157,2016-03-23 16:00:00,36.8,13.754,100.5014,245,17,13.754000000000001,100.5014,475,2016,3,23,9,59.0,1.0,0
158,2016-03-23 19:00:00,31.3,13.754,100.5014,270,19,13.754000000000001,100.5014,478,2016,3,23,12,53.7,1.0,0
159,2016-03-23 22:00:00,29.2,13.754,100.5014,245,17,13.754000000000001,100.5014,481,2016,3,23,15,48.4,1.0,0
160,2016-03-24 01:00:00,28.4,13.754,100.5014,220,16,13.754000000000001,100.5014,484,2016,3,23,18,58.9,1.0,0
161,2016-03-24 04:00:00,27.9,13.754,100.5014,220,14,13.754000000000001,100.5014,487,2016,3,23,21,59.1,1.0,0
162,2016-03-24 07:00:00,28.4,13.754,100.5014,215,14,13.754000000000001,100.5014,490,2016,3,24,0,67.2,1.0,0
163,2016-03-24 10:00:00,32.8,13.754,100.5014,215,13,13.754000000000001,100.5014,493,2016,3,24,3,64.3,1.0,0
164,2016-03-24 13:00:00,36.6,13.754,100.5014,240,10,13.754000000000001,100.5014,496,2016,3,24,6,77.8,1.0,0
165,2016-03-24 16:00:00,37.3,13.754,100.5014,245,7,13.754000000000001,100.5014,499,2016,3,24,9,79.6,1.0,0
166,2016-03-24 19:00:00,30.6,13.754,100.5014,260,3,13.754000000000001,100.5014,502,2016,3,24,12,59.4,1.0,0
167,2016-03-24 22:00:00,28.4,13.754,100.5014,160,2,13.754000000000001,100.5014,505,2016,3,24,15,46.0,1.0,0
168,2016-03-25 01:00:00,27.5,13.754,100.5014,135,11,13.754000000000001,100.5014,508,2016,3,24,18,42.8,1.0,0
169,2016-03-25 04:00:00,27.0,13.754,100.5014,145,12,13.754000000000001,100.5014,511,2016,3,24,21,34.1,1.0,0
170,2016-03-25 07:00:00,28.2,13.754,100.5014,145,17,13.754000000000001,100.5014,514,2016,3,25,0,35.9,1.0,0
171,2016-03-25 10:00:00,31.8,13.754,100.5014,155,15,13.754000000000001,100.5014,517,2016,3,25,3,39.3,1.0,0
172,2016-03-25 13:00:00,34.2,13.754,100.5014,155,20,13.754000000000001,100.5014,520,2016,3,25,6,36.2,1.0,0
173,2016-03-25 16:00:00,34.0,13.754,100.5014,150,17,13.754000000000001,100.5014,523,2016,3,25,9,26.8,1.0,0
174,2016-03-25 19:00:00,29.9,13.754,100.5014,135,15,13.754000000000001,100.5014,526,2016,3,25,12,27.7,1.0,0
175,2016-03-25 22:00:00,29.0,13.754,100.5014,115,14,13.754000000000001,100.5014,529,2016,3,25,15,34.1,1.0,0
176,2016-03-26 01:00:00,27.6,13.754,100.5014,115,11,13.754000000000001,100.5014,532,2016,3,25,18,37.4,1.0,0
177,2016-03-26 04:00:00,27.1,13.754,100.5014,100,14,13.754000000000001,100.5014,535,2016,3,25,21,43.1,1.0,0
178,2016-03-26 07:00:00,27.3,13.754,100.5014,120,10,13.754000000000001,100.5014,538,2016,3,26,0,36.2,1.0,0
179,2016-03-26 10:00:00,30.9,13.754,100.5014,95,10,13.754000000000001,100.5014,541,2016,3,26,3,39.3,1.0,0
180,2016-03-26 13:00:00,33.0,13.754,100.5014,85,9,13.754000000000001,100.5014,544,2016,3,26,6,45.3,1.0,0
181,2016-03-26 16:00:00,34.1,13.754,100.5014,80,12,13.754000000000001,100.5014,547,2016,3,26,9,30.7,1.0,0
182,2016-03-26 19:00:00,30.5,13.754,100.5014,95,15,13.754000000000001,100.5014,550,2016,3,26,12,42.1,1.0,0
183,2016-03-26 22:00:00,29.0,13.754,100.5014,75,15,13.754000000000001,100.5014,553,2016,3,26,15,37.7,1.0,0
184,2016-03-27 01:00:00,28.4,13.754,100.5014,100,19,13.754000000000001,100.5014,556,2016,3,26,18,29.0,1.0,0
185,2016-03-27 04:00:00,27.2,13.754,100.5014,100,24,13.754000000000001,100.5014,559,2016,3,26,21,27.6,1.0,0
186,2016-03-27 07:00:00,27.7,13.754,100.5014,110,21,13.754,100.5014,562,2016,3,27,0,35.0,1.0,0
187,2016-03-27 10:00:00,31.6,13.754,100.5014,105,24,13.754000000000001,100.5014,565,2016,3,27,3,48.8,1.0,0
188,2016-03-27 13:00:00,33.4,13.754,100.5014,95,21,13.754000000000001,100.5014,568,2016,3,27,6,40.4,1.0,0
189,2016-03-27 16:00:00,33.0,13.754,100.5014,80,17,13.754000000000001,100.5014,571,2016,3,27,9,39.6,1.0,0
190,2016-03-27 19:00:00,30.3,13.754,100.5014,80,18,13.754000000000001,100.5014,574,2016,3,27,12,37.5,1.0,0
191,2016-03-27 22:00:00,29.1,13.754,100.5014,75,23,13.754000000000001,100.5014,577,2016,3,27,15,41.5,1.0,0
192,2016-03-28 01:00:00,27.9,13.754,100.5014,85,17,13.754000000000001,100.5014,580,2016,3,27,18,48.0,1.0,0
193,2016-03-28 04:00:00,27.2,13.754,100.5014,100,19,13.754000000000001,100.5014,583,2016,3,27,21,47.8,1.0,0
194,2016-03-28 07:00:00,28.2,13.754,100.5014,100,14,13.754000000000001,100.5014,586,2016,3,28,0,41.5,1.0,0
195,2016-03-28 10:00:00,31.5,13.754,100.5014,105,16,13.754000000000001,100.5014,588,2016,3,28,3,46.4,1.0,0
196,2016-03-28 13:00:00,33.7,13.754,100.5014,95,19,13.754000000000001,100.5014,591,2016,3,28,6,68.6,1.0,0
197,2016-03-28 16:00:00,34.2,13.754,100.5014,85,19,13.754000000000001,100.5014,594,2016,3,28,9,70.8,1.0,0
198,2016-03-28 19:00:00,30.4,13.754,100.5014,75,15,13.754000000000001,100.5014,597,2016,3,28,12,62.1,1.0,0
199,2016-03-28 22:00:00,29.3,13.754,100.5014,80,15,13.754000000000001,100.5014,600,2016,3,28,15,47.7,1.0,0
200,2016-03-29 01:00:00,27.9,13.754,100.5014,105,16,13.754000000000001,100.5014,602,2016,3,28,18,39.5,1.0,0
201,2016-03-29 04:00:00,27.3,13.754,100.5014,115,19,13.754000000000001,100.5014,605,2016,3,28,21,64.6,1.0,0
202,2016-03-29 07:00:00,27.9,13.754,100.5014,135,17,13.754000000000001,100.5014,608,2016,3,29,0,47.7,1.0,0
203,2016-03-29 10:00:00,31.7,13.754,100.5014,135,20,13.754000000000001,100.5014,611,2016,3,29,3,50.7,1.0,0
204,2016-03-29 13:00:00,33.1,13.754,100.5014,125,17,13.754000000000001,100.5014,614,2016,3,29,6,51.3,1.0,0
205,2016-03-29 16:00:00,32.7,13.754,100.5014,110,11,13.754000000000001,100.5014,617,2016,3,29,9,51.3,1.0,0
206,2016-03-29 19:00:00,28.8,13.754,100.5014,110,9,13.754,100.5014,620,2016,3,29,12,41.1,1.0,0
207,2016-03-29 22:00:00,28.6,13.754,100.5014,115,7,13.754000000000001,100.5014,623,2016,3,29,15,47.2,1.0,0
208,2016-03-30 01:00:00,27.9,13.754,100.5014,200,13,13.754000000000001,100.5014,626,2016,3,29,18,41.6,1.0,0
209,2016-03-30 04:00:00,27.5,13.754,100.5014,190,10,13.754000000000001,100.5014,629,2016,3,29,21,43.3,1.0,0
