,Unnamed: 0,Year,Month,Day,UTC Hour,PM2.5,PM10_mask,Retrospective,datetime,WindDir,Wind Speed(km/h),lat_x,long_x,Temp(C),lat_y,long_y
91,91,2016,3,7,11,52.1,1.0,0,2016-03-07 18:00:00,225,13,16.4467,102.833,35.9,16.4467,102.833
92,92,2016,3,7,12,46.4,1.0,0,2016-03-07 19:00:00,225,14,16.4467,102.833,32.5,16.4467,102.833
93,93,2016,3,7,13,48.1,1.0,0,2016-03-07 20:00:00,225,14,16.4467,102.833,32.5,16.4467,102.833
94,94,2016,3,7,14,47.9,1.0,0,2016-03-07 21:00:00,225,14,16.4467,102.833,32.5,16.4467,102.833
95,95,2016,3,7,15,49.4,1.0,0,2016-03-07 22:00:00,230,15,16.4467,102.833,31.3,16.4467,102.833
96,96,2016,3,7,16,52.6,1.0,0,2016-03-07 23:00:00,230,15,16.4467,102.833,31.3,16.4467,102.833
97,97,2016,3,7,17,49.7,1.0,0,2016-03-08 00:00:00,230,15,16.4467,102.833,31.3,16.4467,102.833
98,98,2016,3,7,18,49.8,1.0,0,2016-03-08 01:00:00,215,21,16.4467,102.833,29.7,16.4467,102.833
99,99,2016,3,7,19,49.4,1.0,0,2016-03-08 02:00:00,215,21,16.4467,102.833,29.7,16.4467,102.833
100,100,2016,3,7,20,46.1,1.0,0,2016-03-08 03:00:00,215,21,16.4467,102.833,29.7,16.4467,102.833
101,101,2016,3,7,21,46.8,1.0,0,2016-03-08 04:00:00,215,23,16.4467,102.833,28.6,16.4467,102.833
102,102,2016,3,7,23,47.5,1.0,0,2016-03-08 06:00:00,215,23,16.4467,102.833,28.6,16.4467,102.833
103,103,2016,3,8,0,43.6,1.0,0,2016-03-08 07:00:00,225,22,16.4467,102.833,28.8,16.4467,102.833
104,104,2016,3,8,1,41.5,1.0,0,2016-03-08 08:00:00,225,22,16.4467,102.833,28.8,16.4467,102.833
105,105,2016,3,8,2,35.6,1.0,0,2016-03-08 09:00:00,225,22,16.4467,102.833,28.8,16.4467,102.833
106,106,2016,3,8,3,38.2,1.0,0,2016-03-08 10:00:00,240,21,16.4467,102.833,34.9,16.4467,102.833
107,107,2016,3,8,4,38.8,1.0,0,2016-03-08 11:00:00,240,21,16.4467,102.833,34.9,16.4467,102.833
108,108,2016,3,8,5,38.9,1.0,0,2016-03-08 12:00:00,240,21,16.4467,102.833,34.9,16.4467,102.833
109,109,2016,3,8,6,43.5,1.0,0,2016-03-08 13:00:00,260,16,16.4467,102.833,37.6,16.4467,102.833
110,110,2016,3,8,7,48.1,1.0,0,2016-03-08 14:00:00,260,16,16.4467,102.833,37.6,16.4467,102.833
111,111,2016,3,8,8,43.1,1.0,0,2016-03-08 15:00:00,260,16,16.4467,102.833,37.6,16.4467,102.833
112,112,2016,3,8,9,51.5,1.0,0,2016-03-08 16:00:00,240,17,16.4467,102.833,38.9,16.4467,102.833
113,113,2016,3,8,10,53.7,1.0,0,2016-03-08 17:00:00,240,17,16.4467,102.833,38.9,16.4467,102.833
114,114,2016,3,8,11,51.5,1.0,0,2016-03-08 18:00:00,240,17,16.4467,102.833,38.9,16.4467,102.833
115,115,2016,3,8,12,48.5,1.0,0,2016-03-08 19:00:00,230,22,16.4467,102.833,35.2,16.4467,102.833
116,116,2016,3,8,13,50.4,1.0,0,2016-03-08 20:00:00,230,22,16.4467,102.833,35.2,16.4467,102.833
117,117,2016,3,8,14,48.7,1.0,0,2016-03-08 21:00:00,230,22,16.4467,102.833,35.2,16.4467,102.833
118,118,2016,3,8,15,49.3,1.0,0,2016-03-08 22:00:00,220,20,16.4467,102.833,33.0,16.4467,102.833
119,119,2016,3,8,16,52.6,1.0,0,2016-03-08 23:00:00,220,20,16.4467,102.833,33.0,16.4467,102.833
120,120,2016,3,8,17,57.4,1.0,0,2016-03-09 00:00:00,220,20,16.4467,102.833,33.0,16.4467,102.833
121,121,2016,3,8,18,64.2,1.0,0,2016-03-09 01:00:00,215,21,16.4467,102.833,30.4,16.4467,102.833
122,122,2016,3,8,19,67.8,1.0,0,2016-03-09 02:00:00,215,21,16.4467,102.833,30.4,16.4467,102.833
123,123,2016,3,8,20,64.1,1.0,0,2016-03-09 03:00:00,215,21,16.4467,102.833,30.4,16.4467,102.833
124,124,2016,3,8,21,56.9,1.0,0,2016-03-09 04:00:00,230,15,16.4467,102.833,28.9,16.4467,102.833
125,125,2016,3,8,22,47.7,1.0,0,2016-03-09 05:00:00,230,15,16.4467,102.833,28.9,16.4467,102.833
126,126,2016,3,8,23,43.2,1.0,0,2016-03-09 06:00:00,230,15,16.4467,102.833,28.9,16.4467,102.833
127,127,2016,3,9,0,35.6,1.0,0,2016-03-09 07:00:00,255,12,16.4467,102.833,28.8,16.4467,102.833
128,128,2016,3,9,1,37.1,1.0,0,2016-03-09 08:00:00,255,12,16.4467,102.833,28.8,16.4467,102.833
129,129,2016,3,9,2,36.8,1.0,0,2016-03-09 09:00:00,255,12,16.4467,102.833,28.8,16.4467,102.833
130,130,2016,3,9,3,35.8,1.0,0,2016-03-09 10:00:00,225,13,16.4467,102.833,34.9,16.4467,102.833
131,131,2016,3,9,6,73.0,1.0,0,2016-03-09 13:00:00,230,18,16.4467,102.833,38.4,16.4467,102.833
132,132,2016,3,9,7,45.2,1.0,0,2016-03-09 14:00:00,230,18,16.4467,102.833,38.4,16.4467,102.833
133,133,2016,3,9,8,49.9,1.0,0,2016-03-09 15:00:00,230,18,16.4467,102.833,38.4,16.4467,102.833
134,134,2016,3,9,9,48.8,1.0,0,2016-03-09 16:00:00,230,19,16.4467,102.833,39.4,16.4467,102.833
135,135,2016,3,9,10,50.4,1.0,0,2016-03-09 17:00:00,230,19,16.4467,102.833,39.4,16.4467,102.833
136,136,2016,3,9,11,49.5,1.0,0,2016-03-09 18:00:00,230,19,16.4467,102.833,39.4,16.4467,102.833
137,137,2016,3,9,12,48.7,1.0,0,2016-03-09 19:00:00,225,24,16.4467,102.833,35.4,16.4467,102.833
138,138,2016,3,9,13,49.9,1.0,0,2016-03-09 20:00:00,225,24,16.4467,102.833,35.4,16.4467,102.833
139,139,2016,3,9,14,49.6,1.0,0,2016-03-09 21:00:00,225,24,16.4467,102.833,35.4,16.4467,102.833
140,140,2016,3,9,15,49.6,1.0,0,2016-03-09 22:00:00,225,16,16.4467,102.833,33.0,16.4467,102.833
141,141,2016,3,9,16,53.9,1.0,0,2016-03-09 23:00:00,225,16,16.4467,102.833,33.0,16.4467,102.833
142,142,2016,3,9,17,56.2,1.0,0,2016-03-10 00:00:00,225,16,16.4467,102.833,33.0,16.4467,102.833
143,143,2016,3,9,18,67.2,1.0,0,2016-03-10 01:00:00,230,15,16.4467,102.833,30.6,16.4467,102.833
144,144,2016,3,9,19,76.7,1.0,0,2016-03-10 02:00:00,230,15,16.4467,102.833,30.6,16.4467,102.833
145,145,2016,3,9,20,70.8,1.0,0,2016-03-10 03:00:00,230,15,16.4467,102.833,30.6,16.4467,102.833
146,146,2016,3,9,21,64.4,1.0,0,2016-03-10 04:00:00,265,20,16.4467,102.833,28.6,16.4467,102.833
147,147,2016,3,9,22,50.0,1.0,0,2016-03-10 05:00:00,265,20,16.4467,102.833,28.6,16.4467,102.833
148,148,2016,3,9,23,44.9,1.0,0,2016-03-10 06:00:00,265,20,16.4467,102.833,28.6,16.4467,102.833
149,149,2016,3,10,0,39.7,1.0,0,2016-03-10 07:00:00,285,13,16.4467,102.833,29.1,16.4467,102.833
150,150,2016,3,10,2,37.0,1.0,0,2016-03-10 09:00:00,285,13,16.4467,102.833,29.1,16.4467,102.833
151,151,2016,3,10,3,39.5,1.0,0,2016-03-10 10:00:00,270,9,16.4467,102.833,35.3,16.4467,102.833
152,152,2016,3,10,4,39.3,1.0,0,2016-03-10 11:00:00,270,9,16.4467,102.833,35.3,16.4467,102.833
153,153,2016,3,10,5,52.2,1.0,0,2016-03-10 12:00:00,270,9,16.4467,102.833,35.3,16.4467,102.833
154,154,2016,3,10,6,53.4,1.0,0,2016-03-10 13:00:00,240,3,16.4467,102.833,38.6,16.4467,102.833
155,155,2016,3,10,7,55.1,1.0,0,2016-03-10 14:00:00,240,3,16.4467,102.833,38.6,16.4467,102.833
156,156,2016,3,10,8,60.7,1.0,0,2016-03-10 15:00:00,240,3,16.4467,102.833,38.6,16.4467,102.833
157,157,2016,3,10,9,61.9,1.0,0,2016-03-10 16:00:00,180,5,16.4467,102.833,39.5,16.4467,102.833
158,158,2016,3,10,10,59.0,1.0,0,2016-03-10 17:00:00,180,5,16.4467,102.833,39.5,16.4467,102.833
159,159,2016,3,10,11,51.3,1.0,0,2016-03-10 18:00:00,180,5,16.4467,102.833,39.5,16.4467,102.833
160,160,2016,3,10,12,55.5,1.0,0,2016-03-10 19:00:00,175,10,16.4467,102.833,36.4,16.4467,102.833
161,161,2016,3,10,13,52.8,1.0,0,2016-03-10 20:00:00,175,10,16.4467,102.833,36.4,16.4467,102.833
162,162,2016,3,10,14,39.3,1.0,0,2016-03-10 21:00:00,175,10,16.4467,102.833,36.4,16.4467,102.833
163,163,2016,3,10,15,25.2,1.0,0,2016-03-10 22:00:00,185,13,16.4467,102.833,33.5,16.4467,102.833
164,164,2016,3,10,16,23.1,1.0,0,2016-03-10 23:00:00,185,13,16.4467,102.833,33.5,16.4467,102.833
165,165,2016,3,10,17,22.7,1.0,0,2016-03-11 00:00:00,185,13,16.4467,102.833,33.5,16.4467,102.833
166,166,2016,3,10,18,24.5,1.0,0,2016-03-11 01:00:00,200,16,16.4467,102.833,27.4,16.4467,102.833
167,167,2016,3,10,19,25.2,1.0,0,2016-03-11 02:00:00,200,16,16.4467,102.833,27.4,16.4467,102.833
168,168,2016,3,10,20,29.3,1.0,0,2016-03-11 03:00:00,200,16,16.4467,102.833,27.4,16.4467,102.833
169,169,2016,3,10,21,29.3,1.0,0,2016-03-11 04:00:00,190,17,16.4467,102.833,25.1,16.4467,102.833
170,170,2016,3,10,22,28.8,1.0,0,2016-03-11 05:00:00,190,17,16.4467,102.833,25.1,16.4467,102.833
171,171,2016,3,10,23,30.7,1.0,0,2016-03-11 06:00:00,190,17,16.4467,102.833,25.1,16.4467,102.833
172,172,2016,3,11,0,32.2,1.0,0,2016-03-11 07:00:00,190,16,16.4467,102.833,24.7,16.4467,102.833
173,173,2016,3,11,1,31.7,1.0,0,2016-03-11 08:00:00,190,16,16.4467,102.833,24.7,16.4467,102.833
174,174,2016,3,11,2,31.8,1.0,0,2016-03-11 09:00:00,190,16,16.4467,102.833,24.7,16.4467,102.833
175,175,2016,3,11,3,31.7,1.0,0,2016-03-11 10:00:00,190,12,16.4467,102.833,28.5,16.4467,102.833
176,176,2016,3,11,4,32.0,1.0,0,2016-03-11 11:00:00,190,12,16.4467,102.833,28.5,16.4467,102.833
177,177,2016,3,11,5,31.8,1.0,0,2016-03-11 12:00:00,190,12,16.4467,102.833,28.5,16.4467,102.833
178,178,2016,3,11,6,31.9,1.0,0,2016-03-11 13:00:00,120,9,16.4467,102.833,33.7,16.4467,102.833
179,179,2016,3,11,7,31.9,1.0,0,2016-03-11 14:00:00,120,9,16.4467,102.833,33.7,16.4467,102.833
180,180,2016,3,11,8,31.8,1.0,0,2016-03-11 15:00:00,120,9,16.4467,102.833,33.7,16.4467,102.833
181,181,2016,3,11,9,31.8,1.0,0,2016-03-11 16:00:00,145,10,16.4467,102.833,35.4,16.4467,102.833
182,182,2016,3,11,10,31.8,1.0,0,2016-03-11 17:00:00,145,10,16.4467,102.833,35.4,16.4467,102.833
183,183,2016,3,11,11,31.7,1.0,0,2016-03-11 18:00:00,145,10,16.4467,102.833,35.4,16.4467,102.833
184,184,2016,3,11,12,31.7,1.0,0,2016-03-11 19:00:00,165,17,16.4467,102.833,31.6,16.4467,102.833
185,185,2016,3,11,13,32.0,1.0,0,2016-03-11 20:00:00,165,17,16.4467,102.833,31.6,16.4467,102.833
186,186,2016,3,11,14,31.9,1.0,0,2016-03-11 21:00:00,165,17,16.4467,102.833,31.6,16.4467,102.833
187,187,2016,3,11,15,31.7,1.0,0,2016-03-11 22:00:00,190,26,16.4467,102.833,27.8,16.4467,102.833
188,188,2016,3,11,16,31.7,1.0,0,2016-03-11 23:00:00,190,26,16.4467,102.833,27.8,16.4467,102.833
189,189,2016,3,11,17,31.7,1.0,0,2016-03-12 00:00:00,190,26,16.4467,102.833,27.8,16.4467,102.833
190,190,2016,3,11,18,31.8,1.0,0,2016-03-12 01:00:00,190,23,16.4467,102.833,25.7,16.4467,102.833
191,191,2016,3,11,19,32.0,1.0,0,2016-03-12 02:00:00,190,23,16.4467,102.833,25.7,16.4467,102.833
192,192,2016,3,11,20,32.0,1.0,0,2016-03-12 03:00:00,190,23,16.4467,102.833,25.7,16.4467,102.833
193,193,2016,3,11,21,32.1,1.0,0,2016-03-12 04:00:00,185,30,16.4467,102.833,24.3,16.4467,102.833
194,194,2016,3,11,22,32.0,1.0,0,2016-03-12 05:00:00,185,30,16.4467,102.833,24.3,16.4467,102.833
195,195,2016,3,11,23,31.8,1.0,0,2016-03-12 06:00:00,185,30,16.4467,102.833,24.3,16.4467,102.833
196,196,2016,3,12,0,31.8,1.0,0,2016-03-12 07:00:00,190,29,16.4467,102.833,23.5,16.4467,102.833
197,197,2016,3,12,1,31.9,1.0,0,2016-03-12 08:00:00,190,29,16.4467,102.833,23.5,16.4467,102.833
198,198,2016,3,12,2,31.8,1.0,0,2016-03-12 09:00:00,190,29,16.4467,102.833,23.5,16.4467,102.833
199,199,2016,3,12,3,31.7,1.0,0,2016-03-12 10:00:00,205,24,16.4467,102.833,28.5,16.4467,102.833
200,200,2016,3,12,4,31.8,1.0,0,2016-03-12 11:00:00,205,24,16.4467,102.833,28.5,16.4467,102.833
201,201,2016,3,12,5,31.8,1.0,0,2016-03-12 12:00:00,205,24,16.4467,102.833,28.5,16.4467,102.833
202,202,2016,3,12,6,31.9,1.0,0,2016-03-12 13:00:00,205,17,16.4467,102.833,33.2,16.4467,102.833
203,203,2016,3,12,7,31.8,1.0,0,2016-03-12 14:00:00,205,17,16.4467,102.833,33.2,16.4467,102.833
204,204,2016,3,12,8,31.8,1.0,0,2016-03-12 15:00:00,205,17,16.4467,102.833,33.2,16.4467,102.833
205,205,2016,3,12,9,31.8,1.0,0,2016-03-12 16:00:00,220,17,16.4467,102.833,35.3,16.4467,102.833
206,206,2016,3,12,10,31.8,1.0,0,2016-03-12 17:00:00,220,17,16.4467,102.833,35.3,16.4467,102.833
207,207,2016,3,12,11,31.8,1.0,0,2016-03-12 18:00:00,220,17,16.4467,102.833,35.3,16.4467,102.833
208,208,2016,3,12,12,31.7,1.0,0,2016-03-12 19:00:00,215,23,16.4467,102.833,32.2,16.4467,102.833
209,209,2016,3,12,13,31.7,1.0,0,2016-03-12 20:00:00,215,23,16.4467,102.833,32.2,16.4467,102.833
210,210,2016,3,12,14,31.7,1.0,0,2016-03-12 21:00:00,215,23,16.4467,102.833,32.2,16.4467,102.833
211,211,2016,3,12,15,31.6,1.0,0,2016-03-12 22:00:00,230,23,16.4467,102.833,30.6,16.4467,102.833
212,212,2016,3,12,16,31.6,1.0,0,2016-03-12 23:00:00,230,23,16.4467,102.833,30.6,16.4467,102.833
213,213,2016,3,12,17,47.6,1.0,0,2016-03-13 00:00:00,230,23,16.4467,102.833,30.6,16.4467,102.833
214,214,2016,3,12,18,47.3,1.0,0,2016-03-13 01:00:00,240,24,16.4467,102.833,28.6,16.4467,102.833
215,215,2016,3,12,19,51.8,1.0,0,2016-03-13 02:00:00,240,24,16.4467,102.833,28.6,16.4467,102.833
216,216,2016,3,12,20,53.2,1.0,0,2016-03-13 03:00:00,240,24,16.4467,102.833,28.6,16.4467,102.833
217,217,2016,3,12,21,51.5,1.0,0,2016-03-13 04:00:00,245,26,16.4467,102.833,28.0,16.4467,102.833
218,218,2016,3,12,22,51.8,1.0,0,2016-03-13 05:00:00,245,26,16.4467,102.833,28.0,16.4467,102.833
219,219,2016,3,12,23,44.6,1.0,0,2016-03-13 06:00:00,245,26,16.4467,102.833,28.0,16.4467,102.833
220,220,2016,3,13,0,48.8,1.0,0,2016-03-13 07:00:00,235,19,16.4467,102.833,27.3,16.4467,102.833
221,221,2016,3,13,1,48.1,1.0,0,2016-03-13 08:00:00,235,19,16.4467,102.833,27.3,16.4467,102.833
