datetime,WindDir,Wind Speed(km/h),lat,long
2016-03-22 04:00:00,245,26,16.4467,102.833
2016-03-22 07:00:00,215,25,16.4467,102.833
2016-03-22 10:00:00,225,22,16.4467,102.833
2016-03-22 13:00:00,230,20,16.4467,102.833
2016-03-22 16:00:00,230,26,16.4467,102.833
2016-03-22 19:00:00,230,38,16.4467,102.833
2016-03-22 22:00:00,250,31,16.4467,102.833
2016-03-23 01:00:00,265,31,16.4467,102.833
2016-03-23 04:00:00,260,33,16.4467,102.833
2016-03-23 07:00:00,240,25,16.4467,102.833
2016-03-23 10:00:00,230,22,16.4467,102.833
2016-03-23 13:00:00,235,20,16.4467,102.833
2016-03-23 16:00:00,225,24,16.4467,102.833
2016-03-23 19:00:00,225,35,16.4467,102.833
2016-03-23 22:00:00,235,30,16.4467,102.833
2016-03-24 01:00:00,235,27,16.4467,102.833
2016-03-24 04:00:00,230,28,16.4467,102.833
2016-03-24 07:00:00,210,31,16.4467,102.833
2016-03-24 10:00:00,220,25,16.4467,102.833
2016-03-24 13:00:00,220,17,16.4467,102.833
2016-03-24 16:00:00,215,14,16.4467,102.833
2016-03-24 19:00:00,210,19,16.4467,102.833
2016-03-24 22:00:00,185,13,16.4467,102.833
2016-03-25 01:00:00,150,25,16.4467,102.833
2016-03-25 04:00:00,140,34,16.4467,102.833
2016-03-25 07:00:00,120,36,16.4467,102.833
2016-03-25 10:00:00,100,36,16.4467,102.833
2016-03-25 13:00:00,90,25,16.4467,102.833
2016-03-25 16:00:00,85,21,16.4467,102.833
2016-03-25 19:00:00,5,6,16.4467,102.833
2016-03-25 22:00:00,20,11,16.4467,102.833
2016-03-26 01:00:00,80,6,16.4467,102.833
2016-03-26 04:00:00,100,7,16.4467,102.833
2016-03-26 07:00:00,125,13,16.4467,102.833
2016-03-26 10:00:00,135,13,16.4467,102.833
2016-03-26 13:00:00,115,11,16.4467,102.833
2016-03-26 16:00:00,95,8,16.4467,102.833
2016-03-26 19:00:00,110,12,16.4467,102.833
2016-03-26 22:00:00,115,13,16.4467,102.833
2016-03-27 01:00:00,155,12,16.4467,102.833
2016-03-27 04:00:00,150,7,16.4467,102.833
2016-03-27 07:00:00,165,5,16.4467,102.833
2016-03-27 10:00:00,95,14,16.4467,102.833
2016-03-27 13:00:00,75,18,16.4467,102.833
2016-03-27 16:00:00,75,17,16.4467,102.833
2016-03-27 19:00:00,85,20,16.4467,102.833
2016-03-27 22:00:00,115,7,16.4467,102.833
2016-03-28 01:00:00,170,4,16.4467,102.833
2016-03-28 04:00:00,165,2,16.4467,102.833
2016-03-28 07:00:00,125,10,16.4467,102.833
2016-03-28 10:00:00,115,13,16.4467,102.833
2016-03-28 13:00:00,95,14,16.4467,102.833
2016-03-28 16:00:00,90,8,16.4467,102.833
2016-03-28 19:00:00,100,7,16.4467,102.833
2016-03-28 22:00:00,125,10,16.4467,102.833
2016-03-29 01:00:00,180,11,16.4467,102.833
2016-03-29 04:00:00,195,12,16.4467,102.833
2016-03-29 07:00:00,210,16,16.4467,102.833
2016-03-29 10:00:00,205,14,16.4467,102.833
2016-03-29 13:00:00,150,6,16.4467,102.833
2016-03-29 16:00:00,140,5,16.4467,102.833
2016-03-29 19:00:00,175,8,16.4467,102.833
2016-03-29 22:00:00,180,11,16.4467,102.833
2016-03-30 01:00:00,200,19,16.4467,102.833
2016-03-30 04:00:00,195,19,16.4467,102.833
2016-03-30 07:00:00,165,11,16.4467,102.833
2016-03-30 10:00:00,145,8,16.4467,102.833
2016-03-30 13:00:00,130,10,16.4467,102.833
2016-03-30 16:00:00,155,6,16.4467,102.833
2016-03-30 19:00:00,125,10,16.4467,102.833
2016-03-30 22:00:00,130,16,16.4467,102.833
2016-03-31 01:00:00,145,17,16.4467,102.833
2016-03-31 04:00:00,155,18,16.4467,102.833
2016-03-31 07:00:00,160,10,16.4467,102.833
2016-03-31 10:00:00,180,3,16.4467,102.833
2016-03-31 13:00:00,135,2,16.4467,102.833
2016-03-31 16:00:00,230,5,16.4467,102.833
2016-03-31 19:00:00,215,11,16.4467,102.833
2016-03-31 22:00:00,215,13,16.4467,102.833
2016-04-01 01:00:00,215,17,16.4467,102.833
2016-04-01 04:00:00,200,19,16.4467,102.833
2016-04-01 07:00:00,200,16,16.4467,102.833
2016-04-01 10:00:00,220,17,16.4467,102.833
2016-04-01 13:00:00,240,17,16.4467,102.833
2016-04-01 16:00:00,250,17,16.4467,102.833
2016-04-01 19:00:00,235,14,16.4467,102.833
2016-04-01 22:00:00,215,15,16.4467,102.833
2016-04-02 01:00:00,215,14,16.4467,102.833
2016-04-02 04:00:00,195,13,16.4467,102.833
2016-04-02 07:00:00,195,12,16.4467,102.833
2016-04-02 10:00:00,210,10,16.4467,102.833
2016-04-02 13:00:00,205,13,16.4467,102.833
2016-04-02 16:00:00,220,14,16.4467,102.833
2016-04-02 19:00:00,210,19,16.4467,102.833
2016-04-02 22:00:00,205,17,16.4467,102.833
2016-04-03 01:00:00,220,25,16.4467,102.833
2016-04-03 04:00:00,235,24,16.4467,102.833
2016-04-03 07:00:00,255,20,16.4467,102.833
2016-04-03 10:00:00,260,19,16.4467,102.833
2016-04-03 13:00:00,250,13,16.4467,102.833
2016-04-03 16:00:00,240,18,16.4467,102.833
2016-04-03 19:00:00,240,23,16.4467,102.833
2016-04-03 22:00:00,230,24,16.4467,102.833
2016-04-04 01:00:00,235,23,16.4467,102.833
2016-04-04 04:00:00,240,22,16.4467,102.833
2016-04-04 07:00:00,250,20,16.4467,102.833
2016-04-04 10:00:00,250,18,16.4467,102.833
2016-04-04 13:00:00,245,21,16.4467,102.833
2016-04-04 16:00:00,250,22,16.4467,102.833
2016-04-04 19:00:00,240,27,16.4467,102.833
2016-04-04 22:00:00,240,29,16.4467,102.833
2016-04-05 01:00:00,240,28,16.4467,102.833
2016-04-05 04:00:00,220,26,16.4467,102.833
2016-04-05 07:00:00,225,28,16.4467,102.833
2016-04-05 10:00:00,230,27,16.4467,102.833
2016-04-05 13:00:00,220,23,16.4467,102.833
2016-04-05 16:00:00,220,25,16.4467,102.833
2016-04-05 19:00:00,220,26,16.4467,102.833
2016-04-05 22:00:00,235,21,16.4467,102.833
2016-04-06 01:00:00,250,29,16.4467,102.833
2016-04-06 04:00:00,240,31,16.4467,102.833
2016-04-06 07:00:00,230,33,16.4467,102.833
2016-04-06 10:00:00,235,30,16.4467,102.833
2016-04-06 13:00:00,230,25,16.4467,102.833
2016-04-06 16:00:00,230,22,16.4467,102.833
2016-04-06 19:00:00,230,22,16.4467,102.833
2016-04-06 22:00:00,210,19,16.4467,102.833
2016-04-07 01:00:00,210,16,16.4467,102.833
2016-04-07 04:00:00,225,21,16.4467,102.833
2016-04-07 07:00:00,235,26,16.4467,102.833
2016-04-07 10:00:00,235,24,16.4467,102.833
2016-04-07 13:00:00,220,17,16.4467,102.833
2016-04-07 16:00:00,220,16,16.4467,102.833
2016-04-07 19:00:00,220,15,16.4467,102.833
2016-04-07 22:00:00,205,10,16.4467,102.833
2016-04-08 01:00:00,200,12,16.4467,102.833
2016-04-08 04:00:00,175,19,16.4467,102.833
2016-04-08 07:00:00,170,18,16.4467,102.833
2016-04-08 10:00:00,195,18,16.4467,102.833
2016-04-08 13:00:00,205,20,16.4467,102.833
2016-04-08 16:00:00,215,17,16.4467,102.833
2016-04-08 19:00:00,200,13,16.4467,102.833
2016-04-08 22:00:00,180,13,16.4467,102.833
2016-04-09 01:00:00,235,18,16.4467,102.833
2016-04-09 04:00:00,270,15,16.4467,102.833
2016-04-09 07:00:00,255,16,16.4467,102.833
2016-04-09 10:00:00,260,18,16.4467,102.833
2016-04-09 13:00:00,240,19,16.4467,102.833
2016-04-09 16:00:00,240,25,16.4467,102.833
2016-04-09 19:00:00,235,35,16.4467,102.833
2016-04-09 22:00:00,230,35,16.4467,102.833
2016-04-10 01:00:00,245,30,16.4467,102.833
2016-04-10 04:00:00,245,31,16.4467,102.833
2016-04-10 07:00:00,245,26,16.4467,102.833
2016-04-10 10:00:00,255,24,16.4467,102.833
2016-04-10 13:00:00,255,19,16.4467,102.833
2016-04-10 16:00:00,255,20,16.4467,102.833
2016-04-10 19:00:00,240,28,16.4467,102.833
2016-04-10 22:00:00,250,30,16.4467,102.833
2016-04-11 01:00:00,255,23,16.4467,102.833
2016-04-11 04:00:00,265,18,16.4467,102.833
2016-04-11 07:00:00,300,14,16.4467,102.833
2016-04-11 10:00:00,280,7,16.4467,102.833
2016-04-11 13:00:00,230,9,16.4467,102.833
2016-04-11 16:00:00,225,13,16.4467,102.833
2016-04-11 19:00:00,230,25,16.4467,102.833
2016-04-11 22:00:00,235,20,16.4467,102.833
2016-04-12 01:00:00,260,25,16.4467,102.833
2016-04-12 04:00:00,265,28,16.4467,102.833
2016-04-12 07:00:00,230,17,16.4467,102.833
2016-04-12 10:00:00,225,20,16.4467,102.833
2016-04-12 13:00:00,215,24,16.4467,102.833
2016-04-12 16:00:00,220,31,16.4467,102.833
2016-04-12 19:00:00,220,31,16.4467,102.833
2016-04-12 22:00:00,220,27,16.4467,102.833
2016-04-13 01:00:00,225,29,16.4467,102.833
2016-04-13 04:00:00,220,36,16.4467,102.833
2016-04-13 07:00:00,235,28,16.4467,102.833
2016-04-13 10:00:00,235,23,16.4467,102.833
2016-04-13 13:00:00,250,21,16.4467,102.833
2016-04-13 16:00:00,250,22,16.4467,102.833
2016-04-13 19:00:00,240,25,16.4467,102.833
2016-04-13 22:00:00,235,27,16.4467,102.833
2016-04-14 01:00:00,240,27,16.4467,102.833
2016-04-14 04:00:00,240,31,16.4467,102.833
2016-04-14 07:00:00,210,23,16.4467,102.833
2016-04-14 10:00:00,215,23,16.4467,102.833
2016-04-14 13:00:00,220,22,16.4467,102.833
2016-04-14 16:00:00,225,22,16.4467,102.833
2016-04-14 19:00:00,225,24,16.4467,102.833
2016-04-14 22:00:00,230,24,16.4467,102.833
2016-04-15 01:00:00,225,24,16.4467,102.833
2016-04-15 04:00:00,225,26,16.4467,102.833
2016-04-15 07:00:00,215,20,16.4467,102.833
2016-04-15 10:00:00,215,23,16.4467,102.833
2016-04-15 13:00:00,235,23,16.4467,102.833
2016-04-15 16:00:00,225,21,16.4467,102.833
2016-04-15 19:00:00,225,25,16.4467,102.833
2016-04-15 22:00:00,215,17,16.4467,102.833
2016-04-16 01:00:00,250,20,16.4467,102.833
2016-04-16 04:00:00,250,17,16.4467,102.833
2016-04-16 07:00:00,190,20,16.4467,102.833
2016-04-16 10:00:00,195,18,16.4467,102.833
2016-04-16 13:00:00,205,18,16.4467,102.833
2016-04-16 16:00:00,215,19,16.4467,102.833
2016-04-16 19:00:00,235,16,16.4467,102.833
2016-04-16 22:00:00,185,23,16.4467,102.833
2016-04-17 01:00:00,210,23,16.4467,102.833
2016-04-17 04:00:00,220,21,16.4467,102.833
2016-04-17 07:00:00,205,17,16.4467,102.833
2016-04-17 10:00:00,210,18,16.4467,102.833
2016-04-17 13:00:00,210,16,16.4467,102.833
2016-04-17 16:00:00,210,19,16.4467,102.833
2016-04-17 19:00:00,205,23,16.4467,102.833
2016-04-17 22:00:00,200,24,16.4467,102.833
2016-04-18 01:00:00,225,28,16.4467,102.833
2016-04-18 04:00:00,230,28,16.4467,102.833
2016-04-18 07:00:00,225,21,16.4467,102.833
2016-04-18 10:00:00,235,16,16.4467,102.833
2016-04-18 13:00:00,235,14,16.4467,102.833
2016-04-18 16:00:00,210,10,16.4467,102.833
2016-04-18 19:00:00,180,18,16.4467,102.833
2016-04-18 22:00:00,170,27,16.4467,102.833
2016-04-19 01:00:00,175,34,16.4467,102.833
2016-04-19 04:00:00,180,28,16.4467,102.833
2016-04-19 07:00:00,175,23,16.4467,102.833
2016-04-19 10:00:00,165,23,16.4467,102.833
2016-04-19 13:00:00,165,23,16.4467,102.833
2016-04-19 16:00:00,180,18,16.4467,102.833
2016-04-19 19:00:00,180,19,16.4467,102.833
2016-04-19 22:00:00,185,18,16.4467,102.833
2016-04-20 01:00:00,205,30,16.4467,102.833
2016-04-20 04:00:00,200,20,16.4467,102.833
2016-04-20 07:00:00,215,21,16.4467,102.833
2016-04-20 10:00:00,225,15,16.4467,102.833
2016-04-20 13:00:00,225,12,16.4467,102.833
2016-04-20 16:00:00,205,15,16.4467,102.833
2016-04-20 19:00:00,190,23,16.4467,102.833
2016-04-20 22:00:00,200,25,16.4467,102.833
2016-04-21 01:00:00,220,27,16.4467,102.833
2016-04-21 04:00:00,220,21,16.4467,102.833
2016-04-21 07:00:00,190,23,16.4467,102.833
2016-04-21 10:00:00,205,16,16.4467,102.833
2016-04-21 13:00:00,210,15,16.4467,102.833
2016-04-21 16:00:00,210,20,16.4467,102.833
2016-04-21 19:00:00,220,24,16.4467,102.833
2016-04-21 22:00:00,215,20,16.4467,102.833
2016-04-22 01:00:00,215,15,16.4467,102.833
2016-04-22 04:00:00,210,18,16.4467,102.833
2016-04-22 07:00:00,225,29,16.4467,102.833
2016-04-22 10:00:00,230,31,16.4467,102.833
2016-04-22 13:00:00,235,28,16.4467,102.833
2016-04-22 16:00:00,235,31,16.4467,102.833
2016-04-22 19:00:00,230,33,16.4467,102.833
2016-04-22 22:00:00,230,35,16.4467,102.833
2016-04-23 01:00:00,220,30,16.4467,102.833
2016-04-23 04:00:00,220,30,16.4467,102.833
2016-04-23 07:00:00,240,31,16.4467,102.833
2016-04-23 10:00:00,230,25,16.4467,102.833
2016-04-23 13:00:00,230,21,16.4467,102.833
2016-04-23 16:00:00,235,23,16.4467,102.833
2016-04-23 19:00:00,215,21,16.4467,102.833
2016-04-23 22:00:00,225,27,16.4467,102.833
2016-04-24 01:00:00,255,38,16.4467,102.833
2016-04-24 04:00:00,245,38,16.4467,102.833
2016-04-24 07:00:00,245,28,16.4467,102.833
2016-04-24 10:00:00,255,19,16.4467,102.833
2016-04-24 13:00:00,230,16,16.4467,102.833
2016-04-24 16:00:00,235,18,16.4467,102.833
2016-04-24 19:00:00,230,22,16.4467,102.833
2016-04-24 22:00:00,230,20,16.4467,102.833
2016-04-25 01:00:00,220,33,16.4467,102.833
2016-04-25 04:00:00,215,32,16.4467,102.833
2016-04-25 07:00:00,205,25,16.4467,102.833
2016-04-25 10:00:00,210,21,16.4467,102.833
2016-04-25 13:00:00,220,15,16.4467,102.833
2016-04-25 16:00:00,235,17,16.4467,102.833
2016-04-25 19:00:00,220,19,16.4467,102.833
2016-04-25 22:00:00,235,15,16.4467,102.833
2016-04-26 01:00:00,235,18,16.4467,102.833
2016-04-26 04:00:00,240,20,16.4467,102.833
2016-04-26 07:00:00,265,23,16.4467,102.833
2016-04-26 10:00:00,260,16,16.4467,102.833
2016-04-26 13:00:00,235,16,16.4467,102.833
2016-04-26 16:00:00,245,16,16.4467,102.833
2016-04-26 19:00:00,225,12,16.4467,102.833
2016-04-26 22:00:00,225,16,16.4467,102.833
2016-04-27 01:00:00,215,19,16.4467,102.833
2016-04-27 04:00:00,230,19,16.4467,102.833
2016-04-27 07:00:00,275,17,16.4467,102.833
2016-04-27 10:00:00,260,8,16.4467,102.833
2016-04-27 13:00:00,205,10,16.4467,102.833
2016-04-27 16:00:00,210,16,16.4467,102.833
2016-04-27 19:00:00,220,19,16.4467,102.833
2016-04-27 22:00:00,195,10,16.4467,102.833
2016-04-28 01:00:00,230,17,16.4467,102.833
2016-04-28 04:00:00,225,14,16.4467,102.833
2016-04-28 07:00:00,215,14,16.4467,102.833
2016-04-28 10:00:00,200,14,16.4467,102.833
2016-04-28 13:00:00,170,8,16.4467,102.833
2016-04-28 16:00:00,185,11,16.4467,102.833
2016-04-28 19:00:00,200,22,16.4467,102.833
2016-04-28 22:00:00,200,17,16.4467,102.833
2016-04-29 01:00:00,150,13,16.4467,102.833
2016-04-29 04:00:00,120,4,16.4467,102.833
2016-04-29 07:00:00,225,12,16.4467,102.833
2016-04-29 10:00:00,260,10,16.4467,102.833
2016-04-29 13:00:00,255,10,16.4467,102.833
2016-04-29 16:00:00,200,6,16.4467,102.833
2016-04-29 19:00:00,175,13,16.4467,102.833
2016-04-29 22:00:00,175,18,16.4467,102.833
2016-04-30 01:00:00,180,29,16.4467,102.833
2016-04-30 04:00:00,205,24,16.4467,102.833
2016-04-30 07:00:00,220,14,16.4467,102.833
2016-04-30 10:00:00,240,10,16.4467,102.833
2016-04-30 13:00:00,210,4,16.4467,102.833
2016-04-30 16:00:00,220,12,16.4467,102.833
2016-04-30 19:00:00,245,14,16.4467,102.833
2016-04-30 22:00:00,245,17,16.4467,102.833
2016-05-01 01:00:00,245,22,16.4467,102.833
2016-05-01 04:00:00,240,24,16.4467,102.833
2016-05-01 07:00:00,265,22,16.4467,102.833
2016-05-01 10:00:00,250,16,16.4467,102.833
2016-05-01 13:00:00,225,16,16.4467,102.833
2016-05-01 16:00:00,220,18,16.4467,102.833
2016-05-01 19:00:00,210,19,16.4467,102.833
2016-05-01 22:00:00,215,17,16.4467,102.833
2016-05-02 01:00:00,235,26,16.4467,102.833
2016-05-02 04:00:00,240,21,16.4467,102.833
2016-05-02 07:00:00,250,21,16.4467,102.833
2016-05-02 10:00:00,250,18,16.4467,102.833
2016-05-02 13:00:00,250,13,16.4467,102.833
2016-05-02 16:00:00,250,14,16.4467,102.833
2016-05-02 19:00:00,230,12,16.4467,102.833
2016-05-02 22:00:00,230,11,16.4467,102.833
2016-05-03 01:00:00,205,17,16.4467,102.833
2016-05-03 04:00:00,210,16,16.4467,102.833
2016-05-03 07:00:00,225,14,16.4467,102.833
2016-05-03 10:00:00,230,12,16.4467,102.833
2016-05-03 13:00:00,240,11,16.4467,102.833
2016-05-03 16:00:00,245,12,16.4467,102.833
2016-05-03 19:00:00,290,7,16.4467,102.833
2016-05-03 22:00:00,270,4,16.4467,102.833
2016-05-04 01:00:00,280,4,16.4467,102.833
2016-05-04 04:00:00,355,4,16.4467,102.833
2016-05-04 07:00:00,20,3,16.4467,102.833
2016-05-04 10:00:00,270,2,16.4467,102.833
2016-05-04 13:00:00,290,3,16.4467,102.833
2016-05-04 16:00:00,240,7,16.4467,102.833
2016-05-04 19:00:00,230,11,16.4467,102.833
2016-05-04 22:00:00,225,13,16.4467,102.833
2016-05-05 01:00:00,220,18,16.4467,102.833
2016-05-05 04:00:00,215,15,16.4467,102.833
2016-05-05 07:00:00,240,16,16.4467,102.833
2016-05-05 10:00:00,235,14,16.4467,102.833
2016-05-05 13:00:00,245,12,16.4467,102.833
2016-05-05 16:00:00,235,14,16.4467,102.833
2016-05-05 19:00:00,235,19,16.4467,102.833
2016-05-05 22:00:00,235,21,16.4467,102.833
2016-05-06 01:00:00,215,25,16.4467,102.833
2016-05-06 04:00:00,210,22,16.4467,102.833
2016-05-06 07:00:00,215,18,16.4467,102.833
2016-05-06 10:00:00,235,19,16.4467,102.833
2016-05-06 13:00:00,245,11,16.4467,102.833
2016-05-06 16:00:00,225,11,16.4467,102.833
2016-05-06 19:00:00,210,19,16.4467,102.833
2016-05-06 22:00:00,215,21,16.4467,102.833
2016-05-07 01:00:00,195,19,16.4467,102.833
2016-05-07 04:00:00,210,20,16.4467,102.833
2016-05-07 07:00:00,235,19,16.4467,102.833
2016-05-07 10:00:00,245,16,16.4467,102.833
2016-05-07 13:00:00,235,10,16.4467,102.833
2016-05-07 16:00:00,225,13,16.4467,102.833
2016-05-07 19:00:00,165,14,16.4467,102.833
2016-05-07 22:00:00,175,19,16.4467,102.833
2016-05-08 01:00:00,205,19,16.4467,102.833
2016-05-08 04:00:00,220,20,16.4467,102.833
2016-05-08 07:00:00,215,24,16.4467,102.833
2016-05-08 10:00:00,225,19,16.4467,102.833
2016-05-08 13:00:00,215,17,16.4467,102.833
2016-05-08 16:00:00,225,11,16.4467,102.833
2016-05-08 19:00:00,245,17,16.4467,102.833
2016-05-08 22:00:00,245,15,16.4467,102.833
