,Year,Month,Day,UTC Hour,PM2.5,PM10_mask,Retrospective,datetime
50,2016,3,5,16,74.2,1.0,0,2016-03-05 23:00:00
51,2016,3,5,17,73.3,1.0,0,2016-03-06 00:00:00
52,2016,3,5,19,67.0,1.0,0,2016-03-06 02:00:00
53,2016,3,5,20,69.7,1.0,0,2016-03-06 03:00:00
54,2016,3,5,21,64.4,1.0,0,2016-03-06 04:00:00
55,2016,3,5,22,61.5,1.0,0,2016-03-06 05:00:00
56,2016,3,5,23,54.7,1.0,0,2016-03-06 06:00:00
57,2016,3,6,0,51.5,1.0,0,2016-03-06 07:00:00
58,2016,3,6,1,52.2,1.0,0,2016-03-06 08:00:00
59,2016,3,6,2,53.1,1.0,0,2016-03-06 09:00:00
60,2016,3,6,3,52.3,1.0,0,2016-03-06 10:00:00
61,2016,3,6,4,52.8,1.0,0,2016-03-06 11:00:00
62,2016,3,6,5,54.9,1.0,0,2016-03-06 12:00:00
63,2016,3,6,6,64.2,1.0,0,2016-03-06 13:00:00
64,2016,3,6,7,64.2,1.0,0,2016-03-06 14:00:00
65,2016,3,6,8,57.9,1.0,0,2016-03-06 15:00:00
66,2016,3,6,9,54.0,1.0,0,2016-03-06 16:00:00
67,2016,3,6,10,52.3,1.0,0,2016-03-06 17:00:00
68,2016,3,6,11,41.9,1.0,0,2016-03-06 18:00:00
69,2016,3,6,12,41.2,1.0,0,2016-03-06 19:00:00
70,2016,3,6,13,43.8,1.0,0,2016-03-06 20:00:00
71,2016,3,6,14,41.8,1.0,0,2016-03-06 21:00:00
72,2016,3,6,15,45.2,1.0,0,2016-03-06 22:00:00
73,2016,3,6,16,47.3,1.0,0,2016-03-06 23:00:00
74,2016,3,6,17,46.6,1.0,0,2016-03-07 00:00:00
75,2016,3,6,18,58.7,1.0,0,2016-03-07 01:00:00
76,2016,3,6,19,70.4,1.0,0,2016-03-07 02:00:00
77,2016,3,6,20,58.7,1.0,0,2016-03-07 03:00:00
78,2016,3,6,21,53.3,1.0,0,2016-03-07 04:00:00
79,2016,3,6,22,48.2,1.0,0,2016-03-07 05:00:00
80,2016,3,7,0,43.9,1.0,0,2016-03-07 07:00:00
81,2016,3,7,1,41.9,1.0,0,2016-03-07 08:00:00
82,2016,3,7,2,45.9,1.0,0,2016-03-07 09:00:00
83,2016,3,7,3,48.1,1.0,0,2016-03-07 10:00:00
84,2016,3,7,4,43.6,1.0,0,2016-03-07 11:00:00
85,2016,3,7,5,44.8,1.0,0,2016-03-07 12:00:00
86,2016,3,7,6,57.2,1.0,0,2016-03-07 13:00:00
87,2016,3,7,7,63.7,1.0,0,2016-03-07 14:00:00
88,2016,3,7,8,58.5,1.0,0,2016-03-07 15:00:00
89,2016,3,7,9,55.3,1.0,0,2016-03-07 16:00:00
90,2016,3,7,10,53.3,1.0,0,2016-03-07 17:00:00
91,2016,3,7,11,52.1,1.0,0,2016-03-07 18:00:00
92,2016,3,7,12,46.4,1.0,0,2016-03-07 19:00:00
93,2016,3,7,13,48.1,1.0,0,2016-03-07 20:00:00
94,2016,3,7,14,47.9,1.0,0,2016-03-07 21:00:00
95,2016,3,7,15,49.4,1.0,0,2016-03-07 22:00:00
96,2016,3,7,16,52.6,1.0,0,2016-03-07 23:00:00
97,2016,3,7,17,49.7,1.0,0,2016-03-08 00:00:00
98,2016,3,7,18,49.8,1.0,0,2016-03-08 01:00:00
99,2016,3,7,19,49.4,1.0,0,2016-03-08 02:00:00
100,2016,3,7,20,46.1,1.0,0,2016-03-08 03:00:00
101,2016,3,7,21,46.8,1.0,0,2016-03-08 04:00:00
102,2016,3,7,23,47.5,1.0,0,2016-03-08 06:00:00
103,2016,3,8,0,43.6,1.0,0,2016-03-08 07:00:00
104,2016,3,8,1,41.5,1.0,0,2016-03-08 08:00:00
105,2016,3,8,2,35.6,1.0,0,2016-03-08 09:00:00
106,2016,3,8,3,38.2,1.0,0,2016-03-08 10:00:00
107,2016,3,8,4,38.8,1.0,0,2016-03-08 11:00:00
108,2016,3,8,5,38.9,1.0,0,2016-03-08 12:00:00
109,2016,3,8,6,43.5,1.0,0,2016-03-08 13:00:00
110,2016,3,8,7,48.1,1.0,0,2016-03-08 14:00:00
111,2016,3,8,8,43.1,1.0,0,2016-03-08 15:00:00
112,2016,3,8,9,51.5,1.0,0,2016-03-08 16:00:00
113,2016,3,8,10,53.7,1.0,0,2016-03-08 17:00:00
114,2016,3,8,11,51.5,1.0,0,2016-03-08 18:00:00
115,2016,3,8,12,48.5,1.0,0,2016-03-08 19:00:00
116,2016,3,8,13,50.4,1.0,0,2016-03-08 20:00:00
117,2016,3,8,14,48.7,1.0,0,2016-03-08 21:00:00
118,2016,3,8,15,49.3,1.0,0,2016-03-08 22:00:00
119,2016,3,8,16,52.6,1.0,0,2016-03-08 23:00:00
120,2016,3,8,17,57.4,1.0,0,2016-03-09 00:00:00
121,2016,3,8,18,64.2,1.0,0,2016-03-09 01:00:00
122,2016,3,8,19,67.8,1.0,0,2016-03-09 02:00:00
123,2016,3,8,20,64.1,1.0,0,2016-03-09 03:00:00
124,2016,3,8,21,56.9,1.0,0,2016-03-09 04:00:00
125,2016,3,8,22,47.7,1.0,0,2016-03-09 05:00:00
126,2016,3,8,23,43.2,1.0,0,2016-03-09 06:00:00
127,2016,3,9,0,35.6,1.0,0,2016-03-09 07:00:00
128,2016,3,9,1,37.1,1.0,0,2016-03-09 08:00:00
129,2016,3,9,2,36.8,1.0,0,2016-03-09 09:00:00
130,2016,3,9,3,35.8,1.0,0,2016-03-09 10:00:00
131,2016,3,9,6,73.0,1.0,0,2016-03-09 13:00:00
132,2016,3,9,7,45.2,1.0,0,2016-03-09 14:00:00
133,2016,3,9,8,49.9,1.0,0,2016-03-09 15:00:00
134,2016,3,9,9,48.8,1.0,0,2016-03-09 16:00:00
135,2016,3,9,10,50.4,1.0,0,2016-03-09 17:00:00
136,2016,3,9,11,49.5,1.0,0,2016-03-09 18:00:00
137,2016,3,9,12,48.7,1.0,0,2016-03-09 19:00:00
138,2016,3,9,13,49.9,1.0,0,2016-03-09 20:00:00
139,2016,3,9,14,49.6,1.0,0,2016-03-09 21:00:00
140,2016,3,9,15,49.6,1.0,0,2016-03-09 22:00:00
141,2016,3,9,16,53.9,1.0,0,2016-03-09 23:00:00
142,2016,3,9,17,56.2,1.0,0,2016-03-10 00:00:00
143,2016,3,9,18,67.2,1.0,0,2016-03-10 01:00:00
144,2016,3,9,19,76.7,1.0,0,2016-03-10 02:00:00
145,2016,3,9,20,70.8,1.0,0,2016-03-10 03:00:00
146,2016,3,9,21,64.4,1.0,0,2016-03-10 04:00:00
147,2016,3,9,22,50.0,1.0,0,2016-03-10 05:00:00
148,2016,3,9,23,44.9,1.0,0,2016-03-10 06:00:00
149,2016,3,10,0,39.7,1.0,0,2016-03-10 07:00:00
150,2016,3,10,2,37.0,1.0,0,2016-03-10 09:00:00
151,2016,3,10,3,39.5,1.0,0,2016-03-10 10:00:00
152,2016,3,10,4,39.3,1.0,0,2016-03-10 11:00:00
153,2016,3,10,5,52.2,1.0,0,2016-03-10 12:00:00
154,2016,3,10,6,53.4,1.0,0,2016-03-10 13:00:00
155,2016,3,10,7,55.1,1.0,0,2016-03-10 14:00:00
156,2016,3,10,8,60.7,1.0,0,2016-03-10 15:00:00
157,2016,3,10,9,61.9,1.0,0,2016-03-10 16:00:00
158,2016,3,10,10,59.0,1.0,0,2016-03-10 17:00:00
159,2016,3,10,11,51.3,1.0,0,2016-03-10 18:00:00
160,2016,3,10,12,55.5,1.0,0,2016-03-10 19:00:00
161,2016,3,10,13,52.8,1.0,0,2016-03-10 20:00:00
162,2016,3,10,14,39.3,1.0,0,2016-03-10 21:00:00
163,2016,3,10,15,25.2,1.0,0,2016-03-10 22:00:00
164,2016,3,10,16,23.1,1.0,0,2016-03-10 23:00:00
165,2016,3,10,17,22.7,1.0,0,2016-03-11 00:00:00
166,2016,3,10,18,24.5,1.0,0,2016-03-11 01:00:00
167,2016,3,10,19,25.2,1.0,0,2016-03-11 02:00:00
168,2016,3,10,20,29.3,1.0,0,2016-03-11 03:00:00
169,2016,3,10,21,29.3,1.0,0,2016-03-11 04:00:00
170,2016,3,10,22,28.8,1.0,0,2016-03-11 05:00:00
171,2016,3,10,23,30.7,1.0,0,2016-03-11 06:00:00
172,2016,3,11,0,32.2,1.0,0,2016-03-11 07:00:00
173,2016,3,11,1,31.7,1.0,0,2016-03-11 08:00:00
174,2016,3,11,2,31.8,1.0,0,2016-03-11 09:00:00
175,2016,3,11,3,31.7,1.0,0,2016-03-11 10:00:00
176,2016,3,11,4,32.0,1.0,0,2016-03-11 11:00:00
177,2016,3,11,5,31.8,1.0,0,2016-03-11 12:00:00
178,2016,3,11,6,31.9,1.0,0,2016-03-11 13:00:00
179,2016,3,11,7,31.9,1.0,0,2016-03-11 14:00:00
180,2016,3,11,8,31.8,1.0,0,2016-03-11 15:00:00
181,2016,3,11,9,31.8,1.0,0,2016-03-11 16:00:00
182,2016,3,11,10,31.8,1.0,0,2016-03-11 17:00:00
183,2016,3,11,11,31.7,1.0,0,2016-03-11 18:00:00
184,2016,3,11,12,31.7,1.0,0,2016-03-11 19:00:00
185,2016,3,11,13,32.0,1.0,0,2016-03-11 20:00:00
186,2016,3,11,14,31.9,1.0,0,2016-03-11 21:00:00
187,2016,3,11,15,31.7,1.0,0,2016-03-11 22:00:00
188,2016,3,11,16,31.7,1.0,0,2016-03-11 23:00:00
189,2016,3,11,17,31.7,1.0,0,2016-03-12 00:00:00
190,2016,3,11,18,31.8,1.0,0,2016-03-12 01:00:00
191,2016,3,11,19,32.0,1.0,0,2016-03-12 02:00:00
192,2016,3,11,20,32.0,1.0,0,2016-03-12 03:00:00
193,2016,3,11,21,32.1,1.0,0,2016-03-12 04:00:00
194,2016,3,11,22,32.0,1.0,0,2016-03-12 05:00:00
195,2016,3,11,23,31.8,1.0,0,2016-03-12 06:00:00
196,2016,3,12,0,31.8,1.0,0,2016-03-12 07:00:00
197,2016,3,12,1,31.9,1.0,0,2016-03-12 08:00:00
198,2016,3,12,2,31.8,1.0,0,2016-03-12 09:00:00
199,2016,3,12,3,31.7,1.0,0,2016-03-12 10:00:00
200,2016,3,12,4,31.8,1.0,0,2016-03-12 11:00:00
201,2016,3,12,5,31.8,1.0,0,2016-03-12 12:00:00
202,2016,3,12,6,31.9,1.0,0,2016-03-12 13:00:00
203,2016,3,12,7,31.8,1.0,0,2016-03-12 14:00:00
204,2016,3,12,8,31.8,1.0,0,2016-03-12 15:00:00
205,2016,3,12,9,31.8,1.0,0,2016-03-12 16:00:00
206,2016,3,12,10,31.8,1.0,0,2016-03-12 17:00:00
207,2016,3,12,11,31.8,1.0,0,2016-03-12 18:00:00
208,2016,3,12,12,31.7,1.0,0,2016-03-12 19:00:00
209,2016,3,12,13,31.7,1.0,0,2016-03-12 20:00:00
210,2016,3,12,14,31.7,1.0,0,2016-03-12 21:00:00
211,2016,3,12,15,31.6,1.0,0,2016-03-12 22:00:00
212,2016,3,12,16,31.6,1.0,0,2016-03-12 23:00:00
213,2016,3,12,17,47.6,1.0,0,2016-03-13 00:00:00
214,2016,3,12,18,47.3,1.0,0,2016-03-13 01:00:00
215,2016,3,12,19,51.8,1.0,0,2016-03-13 02:00:00
216,2016,3,12,20,53.2,1.0,0,2016-03-13 03:00:00
217,2016,3,12,21,51.5,1.0,0,2016-03-13 04:00:00
218,2016,3,12,22,51.8,1.0,0,2016-03-13 05:00:00
219,2016,3,12,23,44.6,1.0,0,2016-03-13 06:00:00
220,2016,3,13,0,48.8,1.0,0,2016-03-13 07:00:00
221,2016,3,13,1,48.1,1.0,0,2016-03-13 08:00:00
222,2016,3,13,3,47.1,1.0,0,2016-03-13 10:00:00
223,2016,3,13,4,48.7,1.0,0,2016-03-13 11:00:00
224,2016,3,13,5,45.9,1.0,0,2016-03-13 12:00:00
225,2016,3,13,6,45.1,1.0,0,2016-03-13 13:00:00
226,2016,3,13,7,59.5,1.0,0,2016-03-13 14:00:00
227,2016,3,13,8,67.2,1.0,0,2016-03-13 15:00:00
228,2016,3,13,9,61.3,1.0,0,2016-03-13 16:00:00
229,2016,3,13,10,52.4,1.0,0,2016-03-13 17:00:00
230,2016,3,13,11,50.4,1.0,0,2016-03-13 18:00:00
231,2016,3,13,12,47.3,1.0,0,2016-03-13 19:00:00
232,2016,3,13,13,45.0,1.0,0,2016-03-13 20:00:00
233,2016,3,13,14,48.4,1.0,0,2016-03-13 21:00:00
234,2016,3,13,15,45.2,1.0,0,2016-03-13 22:00:00
235,2016,3,13,16,49.9,1.0,0,2016-03-13 23:00:00
236,2016,3,13,17,46.7,1.0,0,2016-03-14 00:00:00
237,2016,3,13,18,53.2,1.0,0,2016-03-14 01:00:00
238,2016,3,13,19,56.7,1.0,0,2016-03-14 02:00:00
239,2016,3,13,20,64.7,1.0,0,2016-03-14 03:00:00
240,2016,3,13,21,72.5,1.0,0,2016-03-14 04:00:00
241,2016,3,13,22,66.0,1.0,0,2016-03-14 05:00:00
242,2016,3,13,23,59.6,1.0,0,2016-03-14 06:00:00
243,2016,3,14,0,60.6,1.0,0,2016-03-14 07:00:00
244,2016,3,14,1,47.6,1.0,0,2016-03-14 08:00:00
245,2016,3,14,2,45.4,1.0,0,2016-03-14 09:00:00
246,2016,3,14,3,47.2,1.0,0,2016-03-14 10:00:00
247,2016,3,14,4,44.7,1.0,0,2016-03-14 11:00:00
248,2016,3,14,5,45.4,1.0,0,2016-03-14 12:00:00
249,2016,3,14,6,43.5,1.0,0,2016-03-14 13:00:00
250,2016,3,14,7,53.5,1.0,0,2016-03-14 14:00:00
251,2016,3,14,8,64.6,1.0,0,2016-03-14 15:00:00
252,2016,3,14,9,55.7,1.0,0,2016-03-14 16:00:00
253,2016,3,14,10,54.3,1.0,0,2016-03-14 17:00:00
254,2016,3,14,11,50.9,1.0,0,2016-03-14 18:00:00
255,2016,3,14,12,51.2,1.0,0,2016-03-14 19:00:00
256,2016,3,14,13,46.9,1.0,0,2016-03-14 20:00:00
257,2016,3,14,14,50.1,1.0,0,2016-03-14 21:00:00
258,2016,3,14,16,52.7,1.0,0,2016-03-14 23:00:00
259,2016,3,14,17,49.3,1.0,0,2016-03-15 00:00:00
260,2016,3,14,18,32.7,1.0,0,2016-03-15 01:00:00
261,2016,3,14,19,33.5,1.0,0,2016-03-15 02:00:00
262,2016,3,14,20,36.1,1.0,0,2016-03-15 03:00:00
263,2016,3,14,21,39.8,1.0,0,2016-03-15 04:00:00
264,2016,3,14,22,48.4,1.0,0,2016-03-15 05:00:00
265,2016,3,14,23,53.4,1.0,0,2016-03-15 06:00:00
266,2016,3,15,0,53.8,1.0,0,2016-03-15 07:00:00
267,2016,3,15,1,49.2,1.0,0,2016-03-15 08:00:00
268,2016,3,15,2,48.6,1.0,0,2016-03-15 09:00:00
269,2016,3,15,3,43.3,1.0,0,2016-03-15 10:00:00
270,2016,3,15,4,47.4,1.0,0,2016-03-15 11:00:00
271,2016,3,15,5,49.5,1.0,0,2016-03-15 12:00:00
272,2016,3,15,6,42.3,1.0,0,2016-03-15 13:00:00
273,2016,3,15,7,50.6,1.0,0,2016-03-15 14:00:00
274,2016,3,15,8,51.7,1.0,0,2016-03-15 15:00:00
275,2016,3,15,9,62.3,1.0,0,2016-03-15 16:00:00
276,2016,3,15,10,58.7,1.0,0,2016-03-15 17:00:00
277,2016,3,15,11,56.3,1.0,0,2016-03-15 18:00:00
278,2016,3,15,12,53.7,1.0,0,2016-03-15 19:00:00
279,2016,3,15,13,50.9,1.0,0,2016-03-15 20:00:00
280,2016,3,15,14,43.7,1.0,0,2016-03-15 21:00:00
281,2016,3,15,15,42.7,1.0,0,2016-03-15 22:00:00
282,2016,3,15,16,41.2,1.0,0,2016-03-15 23:00:00
283,2016,3,15,17,45.8,1.0,0,2016-03-16 00:00:00
284,2016,3,15,18,46.6,1.0,0,2016-03-16 01:00:00
285,2016,3,15,19,45.1,1.0,0,2016-03-16 02:00:00
286,2016,3,15,20,49.1,1.0,0,2016-03-16 03:00:00
287,2016,3,15,21,46.8,1.0,0,2016-03-16 04:00:00
288,2016,3,15,22,45.8,1.0,0,2016-03-16 05:00:00
289,2016,3,15,23,38.9,1.0,0,2016-03-16 06:00:00
290,2016,3,16,0,37.2,1.0,0,2016-03-16 07:00:00
291,2016,3,16,1,38.1,1.0,0,2016-03-16 08:00:00
292,2016,3,16,2,43.1,1.0,0,2016-03-16 09:00:00
293,2016,3,16,5,44.9,1.0,0,2016-03-16 12:00:00
294,2016,3,16,6,45.2,1.0,0,2016-03-16 13:00:00
295,2016,3,16,7,50.3,1.0,0,2016-03-16 14:00:00
296,2016,3,16,8,50.5,1.0,0,2016-03-16 15:00:00
297,2016,3,16,9,54.7,1.0,0,2016-03-16 16:00:00
298,2016,3,16,10,50.2,1.0,0,2016-03-16 17:00:00
299,2016,3,16,11,48.8,1.0,0,2016-03-16 18:00:00
300,2016,3,16,12,48.5,1.0,0,2016-03-16 19:00:00
301,2016,3,16,13,53.2,1.0,0,2016-03-16 20:00:00
302,2016,3,16,14,50.1,1.0,0,2016-03-16 21:00:00
303,2016,3,16,15,48.9,1.0,0,2016-03-16 22:00:00
304,2016,3,16,16,50.2,1.0,0,2016-03-16 23:00:00
305,2016,3,16,17,48.1,1.0,0,2016-03-17 00:00:00
306,2016,3,16,18,49.6,1.0,0,2016-03-17 01:00:00
307,2016,3,16,19,55.8,1.0,0,2016-03-17 02:00:00
308,2016,3,16,20,62.3,1.0,0,2016-03-17 03:00:00
309,2016,3,16,21,70.1,1.0,0,2016-03-17 04:00:00
310,2016,3,16,22,62.8,1.0,0,2016-03-17 05:00:00
311,2016,3,16,23,57.4,1.0,0,2016-03-17 06:00:00
312,2016,3,17,0,41.5,1.0,0,2016-03-17 07:00:00
313,2016,3,17,1,45.1,1.0,0,2016-03-17 08:00:00
314,2016,3,17,2,40.9,1.0,0,2016-03-17 09:00:00
315,2016,3,17,3,40.6,1.0,0,2016-03-17 10:00:00
316,2016,3,17,4,37.0,1.0,0,2016-03-17 11:00:00
317,2016,3,17,5,39.2,1.0,0,2016-03-17 12:00:00
318,2016,3,17,6,45.6,1.0,0,2016-03-17 13:00:00
319,2016,3,17,7,53.2,1.0,0,2016-03-17 14:00:00
320,2016,3,17,8,52.2,1.0,0,2016-03-17 15:00:00
321,2016,3,17,9,52.1,1.0,0,2016-03-17 16:00:00
322,2016,3,17,10,54.3,1.0,0,2016-03-17 17:00:00
323,2016,3,17,11,49.9,1.0,0,2016-03-17 18:00:00
324,2016,3,17,12,52.5,1.0,0,2016-03-17 19:00:00
325,2016,3,17,13,63.6,1.0,0,2016-03-17 20:00:00
326,2016,3,17,14,63.4,1.0,0,2016-03-17 21:00:00
327,2016,3,17,15,64.4,1.0,0,2016-03-17 22:00:00
328,2016,3,17,16,54.0,1.0,0,2016-03-17 23:00:00
329,2016,3,17,17,54.0,1.0,0,2016-03-18 00:00:00
330,2016,3,17,18,38.8,1.0,0,2016-03-18 01:00:00
331,2016,3,17,19,89.2,1.0,0,2016-03-18 02:00:00
332,2016,3,17,20,63.9,1.0,0,2016-03-18 03:00:00
333,2016,3,17,21,65.8,1.0,0,2016-03-18 04:00:00
334,2016,3,17,22,56.7,1.0,0,2016-03-18 05:00:00
335,2016,3,17,23,50.6,1.0,0,2016-03-18 06:00:00
336,2016,3,18,0,45.4,1.0,0,2016-03-18 07:00:00
337,2016,3,18,1,55.8,1.0,0,2016-03-18 08:00:00
338,2016,3,18,2,65.0,1.0,0,2016-03-18 09:00:00
339,2016,3,18,3,69.3,1.0,0,2016-03-18 10:00:00
340,2016,3,18,4,55.9,1.0,0,2016-03-18 11:00:00
341,2016,3,18,5,48.8,1.0,0,2016-03-18 12:00:00
342,2016,3,18,6,49.6,1.0,0,2016-03-18 13:00:00
343,2016,3,18,7,53.2,1.0,0,2016-03-18 14:00:00
344,2016,3,18,8,49.6,1.0,0,2016-03-18 15:00:00
345,2016,3,18,9,52.2,1.0,0,2016-03-18 16:00:00
346,2016,3,18,10,52.8,1.0,0,2016-03-18 17:00:00
347,2016,3,18,11,57.0,1.0,0,2016-03-18 18:00:00
348,2016,3,18,12,64.4,1.0,0,2016-03-18 19:00:00
349,2016,3,18,13,63.1,1.0,0,2016-03-18 20:00:00
350,2016,3,18,14,60.8,1.0,0,2016-03-18 21:00:00
351,2016,3,18,15,57.7,1.0,0,2016-03-18 22:00:00
352,2016,3,18,16,58.5,1.0,0,2016-03-18 23:00:00
353,2016,3,18,17,59.9,1.0,0,2016-03-19 00:00:00
354,2016,3,18,18,63.9,1.0,0,2016-03-19 01:00:00
355,2016,3,18,19,63.4,1.0,0,2016-03-19 02:00:00
356,2016,3,18,20,62.0,1.0,0,2016-03-19 03:00:00
357,2016,3,18,21,57.9,1.0,0,2016-03-19 04:00:00
358,2016,3,18,22,54.4,1.0,0,2016-03-19 05:00:00
359,2016,3,18,23,53.0,1.0,0,2016-03-19 06:00:00
360,2016,3,19,0,55.9,1.0,0,2016-03-19 07:00:00
361,2016,3,19,1,74.6,0.0,0,2016-03-19 08:00:00
362,2016,3,19,2,74.1,0.0,0,2016-03-19 09:00:00
363,2016,3,19,3,77.9,0.0,0,2016-03-19 10:00:00
364,2016,3,19,4,70.2,0.0,0,2016-03-19 11:00:00
365,2016,3,19,5,70.3,0.0,0,2016-03-19 12:00:00
366,2016,3,19,6,70.2,0.0,0,2016-03-19 13:00:00
367,2016,3,19,7,67.2,0.0,0,2016-03-19 14:00:00
368,2016,3,19,8,78.0,0.0,0,2016-03-19 15:00:00
369,2016,3,19,9,81.3,0.0,0,2016-03-19 16:00:00
370,2016,3,19,10,78.6,0.0,0,2016-03-19 17:00:00
371,2016,3,19,11,83.7,0.0,0,2016-03-19 18:00:00
372,2016,3,19,12,74.3,0.0,0,2016-03-19 19:00:00
373,2016,3,19,13,77.8,0.0,0,2016-03-19 20:00:00
374,2016,3,19,14,76.5,0.0,0,2016-03-19 21:00:00
375,2016,3,19,15,77.2,0.0,0,2016-03-19 22:00:00
376,2016,3,19,16,76.3,0.0,0,2016-03-19 23:00:00
377,2016,3,19,17,88.4,0.0,0,2016-03-20 00:00:00
378,2016,3,19,18,84.0,0.0,0,2016-03-20 01:00:00
379,2016,3,19,19,86.3,0.0,0,2016-03-20 02:00:00
380,2016,3,19,20,90.0,0.0,0,2016-03-20 03:00:00
381,2016,3,19,21,83.1,0.0,0,2016-03-20 04:00:00
382,2016,3,19,22,80.6,0.0,0,2016-03-20 05:00:00
383,2016,3,19,23,70.5,0.0,0,2016-03-20 06:00:00
384,2016,3,20,0,79.0,0.0,0,2016-03-20 07:00:00
385,2016,3,20,1,72.1,0.0,0,2016-03-20 08:00:00
386,2016,3,20,2,63.2,0.0,0,2016-03-20 09:00:00
387,2016,3,20,3,62.3,0.0,0,2016-03-20 10:00:00
388,2016,3,20,4,64.8,0.0,0,2016-03-20 11:00:00
389,2016,3,20,5,71.9,0.0,0,2016-03-20 12:00:00
390,2016,3,20,6,68.5,0.0,0,2016-03-20 13:00:00
391,2016,3,20,7,75.9,0.0,0,2016-03-20 14:00:00
392,2016,3,20,8,74.7,0.0,0,2016-03-20 15:00:00
393,2016,3,20,9,74.9,0.0,0,2016-03-20 16:00:00
394,2016,3,20,10,80.3,0.0,0,2016-03-20 17:00:00
395,2016,3,20,11,83.8,0.0,0,2016-03-20 18:00:00
396,2016,3,20,12,84.1,0.0,0,2016-03-20 19:00:00
397,2016,3,20,13,85.1,0.0,0,2016-03-20 20:00:00
398,2016,3,20,14,71.1,0.0,0,2016-03-20 21:00:00
399,2016,3,20,15,76.3,0.0,0,2016-03-20 22:00:00
400,2016,3,20,16,75.8,0.0,0,2016-03-20 23:00:00
401,2016,3,20,17,73.8,0.0,0,2016-03-21 00:00:00
402,2016,3,20,18,73.6,0.0,0,2016-03-21 01:00:00
403,2016,3,20,19,76.5,0.0,0,2016-03-21 02:00:00
404,2016,3,20,20,75.7,0.0,0,2016-03-21 03:00:00
405,2016,3,20,21,69.9,0.0,0,2016-03-21 04:00:00
406,2016,3,20,22,73.2,0.0,0,2016-03-21 05:00:00
407,2016,3,20,23,89.0,0.0,0,2016-03-21 06:00:00
408,2016,3,21,0,94.2,0.0,0,2016-03-21 07:00:00
