datetime,WindDir,Wind Speed(km/h),lat,long
2016-04-07 22:00:00,230,12,18.7904,98.9847
2016-04-08 01:00:00,230,11,18.7904,98.9847
2016-04-08 04:00:00,230,11,18.7904,98.9847
2016-04-08 07:00:00,320,7,18.7904,98.9847
2016-04-08 10:00:00,225,2,18.7904,98.9847
2016-04-08 13:00:00,215,9,18.7904,98.9847
2016-04-08 16:00:00,225,11,18.7904,98.9847
2016-04-08 19:00:00,210,22,18.7904,98.9847
2016-04-08 22:00:00,240,20,18.7904,98.9847
2016-04-09 01:00:00,255,19,18.7904,98.9847
2016-04-09 04:00:00,240,17,18.7904,98.9847
2016-04-09 07:00:00,280,11,18.7904,98.9847
2016-04-09 10:00:00,250,10,18.7904,98.9847
2016-04-09 13:00:00,260,6,18.7904,98.9847
2016-04-09 16:00:00,250,12,18.7904,98.9847
2016-04-09 19:00:00,245,29,18.7904,98.9847
2016-04-09 22:00:00,265,33,18.7904,98.9847
2016-04-10 01:00:00,290,26,18.7904,98.9847
2016-04-10 04:00:00,285,21,18.7904,98.9847
2016-04-10 07:00:00,290,22,18.7904,98.9847
2016-04-10 10:00:00,285,18,18.7904,98.9847
2016-04-10 13:00:00,265,9,18.7904,98.9847
2016-04-10 16:00:00,270,13,18.7904,98.9847
2016-04-10 19:00:00,265,17,18.7904,98.9847
2016-04-10 22:00:00,285,26,18.7904,98.9847
2016-04-11 01:00:00,285,23,18.7904,98.9847
2016-04-11 04:00:00,290,25,18.7904,98.9847
2016-04-11 07:00:00,305,19,18.7904,98.9847
2016-04-11 10:00:00,300,15,18.7904,98.9847
2016-04-11 13:00:00,210,8,18.7904,98.9847
2016-04-11 16:00:00,220,12,18.7904,98.9847
2016-04-11 19:00:00,280,20,18.7904,98.9847
2016-04-11 22:00:00,280,25,18.7904,98.9847
2016-04-12 01:00:00,305,22,18.7904,98.9847
2016-04-12 04:00:00,295,22,18.7904,98.9847
2016-04-12 07:00:00,310,21,18.7904,98.9847
2016-04-12 10:00:00,285,18,18.7904,98.9847
2016-04-12 13:00:00,285,9,18.7904,98.9847
2016-04-12 16:00:00,265,14,18.7904,98.9847
2016-04-12 19:00:00,270,21,18.7904,98.9847
2016-04-12 22:00:00,285,35,18.7904,98.9847
2016-04-13 01:00:00,310,23,18.7904,98.9847
2016-04-13 04:00:00,290,27,18.7904,98.9847
2016-04-13 07:00:00,290,42,18.7904,98.9847
2016-04-13 10:00:00,290,33,18.7904,98.9847
2016-04-13 13:00:00,290,19,18.7904,98.9847
2016-04-13 16:00:00,275,22,18.7904,98.9847
2016-04-13 19:00:00,295,26,18.7904,98.9847
2016-04-13 22:00:00,290,34,18.7904,98.9847
2016-04-14 01:00:00,305,20,18.7904,98.9847
2016-04-14 04:00:00,285,21,18.7904,98.9847
2016-04-14 07:00:00,295,19,18.7904,98.9847
2016-04-14 10:00:00,270,15,18.7904,98.9847
2016-04-14 13:00:00,240,9,18.7904,98.9847
2016-04-14 16:00:00,250,13,18.7904,98.9847
2016-04-14 19:00:00,285,21,18.7904,98.9847
2016-04-14 22:00:00,280,28,18.7904,98.9847
2016-04-15 01:00:00,300,15,18.7904,98.9847
2016-04-15 04:00:00,290,19,18.7904,98.9847
2016-04-15 07:00:00,305,21,18.7904,98.9847
2016-04-15 10:00:00,295,16,18.7904,98.9847
2016-04-15 13:00:00,265,12,18.7904,98.9847
2016-04-15 16:00:00,265,17,18.7904,98.9847
2016-04-15 19:00:00,270,16,18.7904,98.9847
2016-04-15 22:00:00,280,21,18.7904,98.9847
2016-04-16 01:00:00,285,13,18.7904,98.9847
2016-04-16 04:00:00,295,16,18.7904,98.9847
2016-04-16 07:00:00,315,13,18.7904,98.9847
2016-04-16 10:00:00,280,7,18.7904,98.9847
2016-04-16 13:00:00,215,14,18.7904,98.9847
2016-04-16 16:00:00,225,16,18.7904,98.9847
2016-04-16 19:00:00,225,25,18.7904,98.9847
2016-04-16 22:00:00,260,28,18.7904,98.9847
2016-04-17 01:00:00,260,18,18.7904,98.9847
2016-04-17 04:00:00,275,19,18.7904,98.9847
2016-04-17 07:00:00,295,14,18.7904,98.9847
2016-04-17 10:00:00,270,10,18.7904,98.9847
2016-04-17 13:00:00,250,3,18.7904,98.9847
2016-04-17 16:00:00,235,2,18.7904,98.9847
2016-04-17 19:00:00,230,13,18.7904,98.9847
2016-04-17 22:00:00,230,20,18.7904,98.9847
2016-04-18 01:00:00,260,25,18.7904,98.9847
2016-04-18 04:00:00,270,20,18.7904,98.9847
2016-04-18 07:00:00,330,15,18.7904,98.9847
2016-04-18 10:00:00,310,9,18.7904,98.9847
2016-04-18 13:00:00,240,1,18.7904,98.9847
2016-04-18 16:00:00,235,7,18.7904,98.9847
2016-04-18 19:00:00,240,17,18.7904,98.9847
2016-04-18 22:00:00,250,21,18.7904,98.9847
2016-04-19 01:00:00,240,13,18.7904,98.9847
2016-04-19 04:00:00,225,15,18.7904,98.9847
2016-04-19 07:00:00,285,10,18.7904,98.9847
2016-04-19 10:00:00,205,8,18.7904,98.9847
2016-04-19 13:00:00,215,14,18.7904,98.9847
2016-04-19 16:00:00,200,18,18.7904,98.9847
2016-04-19 19:00:00,215,21,18.7904,98.9847
2016-04-19 22:00:00,225,21,18.7904,98.9847
2016-04-20 01:00:00,250,19,18.7904,98.9847
2016-04-20 04:00:00,245,20,18.7904,98.9847
2016-04-20 07:00:00,265,24,18.7904,98.9847
2016-04-20 10:00:00,245,21,18.7904,98.9847
2016-04-20 13:00:00,250,15,18.7904,98.9847
2016-04-20 16:00:00,250,18,18.7904,98.9847
2016-04-20 19:00:00,250,19,18.7904,98.9847
2016-04-20 22:00:00,265,26,18.7904,98.9847
2016-04-21 01:00:00,270,17,18.7904,98.9847
2016-04-21 04:00:00,255,19,18.7904,98.9847
2016-04-21 07:00:00,265,16,18.7904,98.9847
2016-04-21 10:00:00,240,14,18.7904,98.9847
2016-04-21 13:00:00,230,13,18.7904,98.9847
2016-04-21 16:00:00,230,20,18.7904,98.9847
2016-04-21 19:00:00,245,23,18.7904,98.9847
2016-04-21 22:00:00,270,32,18.7904,98.9847
2016-04-22 01:00:00,270,17,18.7904,98.9847
2016-04-22 04:00:00,260,24,18.7904,98.9847
2016-04-22 07:00:00,255,22,18.7904,98.9847
2016-04-22 10:00:00,250,22,18.7904,98.9847
2016-04-22 13:00:00,255,13,18.7904,98.9847
2016-04-22 16:00:00,255,21,18.7904,98.9847
2016-04-22 19:00:00,255,20,18.7904,98.9847
2016-04-22 22:00:00,265,29,18.7904,98.9847
2016-04-23 01:00:00,280,26,18.7904,98.9847
2016-04-23 04:00:00,270,26,18.7904,98.9847
2016-04-23 07:00:00,265,42,18.7904,98.9847
2016-04-23 10:00:00,265,26,18.7904,98.9847
2016-04-23 13:00:00,250,20,18.7904,98.9847
2016-04-23 16:00:00,260,22,18.7904,98.9847
2016-04-23 19:00:00,260,23,18.7904,98.9847
2016-04-23 22:00:00,270,33,18.7904,98.9847
2016-04-24 01:00:00,265,39,18.7904,98.9847
2016-04-24 04:00:00,265,35,18.7904,98.9847
2016-04-24 07:00:00,280,30,18.7904,98.9847
2016-04-24 10:00:00,265,20,18.7904,98.9847
2016-04-24 13:00:00,235,17,18.7904,98.9847
2016-04-24 16:00:00,250,19,18.7904,98.9847
2016-04-24 19:00:00,265,24,18.7904,98.9847
2016-04-24 22:00:00,280,33,18.7904,98.9847
2016-04-25 01:00:00,295,16,18.7904,98.9847
2016-04-25 04:00:00,270,12,18.7904,98.9847
2016-04-25 07:00:00,290,15,18.7904,98.9847
2016-04-25 10:00:00,275,10,18.7904,98.9847
2016-04-25 13:00:00,265,12,18.7904,98.9847
2016-04-25 16:00:00,270,13,18.7904,98.9847
2016-04-25 19:00:00,285,14,18.7904,98.9847
2016-04-25 22:00:00,285,23,18.7904,98.9847
2016-04-26 01:00:00,300,18,18.7904,98.9847
2016-04-26 04:00:00,310,16,18.7904,98.9847
2016-04-26 07:00:00,330,10,18.7904,98.9847
2016-04-26 10:00:00,290,6,18.7904,98.9847
2016-04-26 13:00:00,270,4,18.7904,98.9847
2016-04-26 16:00:00,285,9,18.7904,98.9847
2016-04-26 19:00:00,310,9,18.7904,98.9847
2016-04-26 22:00:00,290,8,18.7904,98.9847
2016-04-27 01:00:00,295,22,18.7904,98.9847
2016-04-27 04:00:00,310,23,18.7904,98.9847
2016-04-27 07:00:00,355,23,18.7904,98.9847
2016-04-27 10:00:00,5,13,18.7904,98.9847
2016-04-27 13:00:00,310,1,18.7904,98.9847
2016-04-27 16:00:00,255,3,18.7904,98.9847
2016-04-27 19:00:00,235,16,18.7904,98.9847
2016-04-27 22:00:00,285,23,18.7904,98.9847
2016-04-28 01:00:00,330,20,18.7904,98.9847
2016-04-28 04:00:00,320,14,18.7904,98.9847
2016-04-28 07:00:00,20,9,18.7904,98.9847
2016-04-28 10:00:00,50,3,18.7904,98.9847
2016-04-28 13:00:00,75,3,18.7904,98.9847
2016-04-28 16:00:00,265,4,18.7904,98.9847
2016-04-28 19:00:00,310,8,18.7904,98.9847
2016-04-28 22:00:00,255,12,18.7904,98.9847
2016-04-29 01:00:00,235,19,18.7904,98.9847
2016-04-29 04:00:00,220,14,18.7904,98.9847
2016-04-29 07:00:00,210,13,18.7904,98.9847
2016-04-29 10:00:00,220,9,18.7904,98.9847
2016-04-29 13:00:00,215,6,18.7904,98.9847
2016-04-29 16:00:00,235,8,18.7904,98.9847
2016-04-29 19:00:00,220,13,18.7904,98.9847
2016-04-29 22:00:00,215,12,18.7904,98.9847
2016-04-30 01:00:00,245,17,18.7904,98.9847
2016-04-30 04:00:00,245,10,18.7904,98.9847
2016-04-30 07:00:00,260,8,18.7904,98.9847
2016-04-30 10:00:00,190,7,18.7904,98.9847
2016-04-30 13:00:00,215,5,18.7904,98.9847
2016-04-30 16:00:00,185,7,18.7904,98.9847
2016-04-30 19:00:00,155,10,18.7904,98.9847
2016-04-30 22:00:00,215,17,18.7904,98.9847
2016-05-01 01:00:00,260,16,18.7904,98.9847
2016-05-01 04:00:00,270,17,18.7904,98.9847
2016-05-01 07:00:00,290,18,18.7904,98.9847
2016-05-01 10:00:00,260,12,18.7904,98.9847
2016-05-01 13:00:00,265,14,18.7904,98.9847
2016-05-01 16:00:00,255,14,18.7904,98.9847
2016-05-01 19:00:00,225,19,18.7904,98.9847
2016-05-01 22:00:00,245,18,18.7904,98.9847
2016-05-02 01:00:00,260,21,18.7904,98.9847
2016-05-02 04:00:00,260,20,18.7904,98.9847
2016-05-02 07:00:00,260,18,18.7904,98.9847
2016-05-02 10:00:00,270,14,18.7904,98.9847
2016-05-02 13:00:00,260,10,18.7904,98.9847
2016-05-02 16:00:00,255,10,18.7904,98.9847
2016-05-02 19:00:00,275,13,18.7904,98.9847
2016-05-02 22:00:00,260,13,18.7904,98.9847
2016-05-03 01:00:00,240,9,18.7904,98.9847
2016-05-03 04:00:00,255,10,18.7904,98.9847
2016-05-03 07:00:00,265,6,18.7904,98.9847
2016-05-03 10:00:00,220,6,18.7904,98.9847
2016-05-03 13:00:00,220,9,18.7904,98.9847
2016-05-03 16:00:00,215,11,18.7904,98.9847
2016-05-03 19:00:00,220,17,18.7904,98.9847
2016-05-03 22:00:00,245,18,18.7904,98.9847
2016-05-04 01:00:00,235,15,18.7904,98.9847
2016-05-04 04:00:00,245,17,18.7904,98.9847
2016-05-04 07:00:00,270,13,18.7904,98.9847
2016-05-04 10:00:00,230,10,18.7904,98.9847
2016-05-04 13:00:00,220,15,18.7904,98.9847
2016-05-04 16:00:00,225,17,18.7904,98.9847
2016-05-04 19:00:00,250,12,18.7904,98.9847
2016-05-04 22:00:00,260,14,18.7904,98.9847
2016-05-05 01:00:00,270,13,18.7904,98.9847
2016-05-05 04:00:00,255,14,18.7904,98.9847
2016-05-05 07:00:00,295,14,18.7904,98.9847
2016-05-05 10:00:00,285,10,18.7904,98.9847
2016-05-05 13:00:00,255,9,18.7904,98.9847
2016-05-05 16:00:00,250,11,18.7904,98.9847
2016-05-05 19:00:00,265,12,18.7904,98.9847
2016-05-05 22:00:00,280,19,18.7904,98.9847
2016-05-06 01:00:00,275,22,18.7904,98.9847
2016-05-06 04:00:00,275,19,18.7904,98.9847
2016-05-06 07:00:00,295,23,18.7904,98.9847
2016-05-06 10:00:00,270,13,18.7904,98.9847
